# Contact-detection timing log
# label : ssim_pipeline
#
step,detection_time_ms
300,0.043100
301,0.048700
302,0.059500
303,0.045800
304,0.047100
305,0.042200
306,0.046900
307,0.089000
308,0.046900
309,0.043600
310,0.041200
311,0.042000
312,0.052300
313,0.048000
314,0.041800
315,0.050700
316,0.050000
317,0.047000
318,0.043300
319,0.044400
320,0.048600
321,0.053100
322,0.045900
323,0.047500
324,0.042900
325,0.072100
326,0.109800
327,0.047000
328,0.041000
329,0.040100
330,0.049700
331,0.061000
332,0.045100
333,0.044700
334,0.042000
335,0.047400
336,0.045000
337,0.044700
338,0.047200
339,0.049000
340,0.053600
341,0.047900
342,0.044700
343,0.040800
344,0.041900
345,0.050900
346,0.044800
347,0.055600
348,0.046800
349,0.045100
350,0.050500
351,0.047900
352,0.043800
353,0.041300
354,0.040900
355,0.054600
356,0.052500
357,0.042700
358,0.042700
359,0.044300
360,0.062000
361,0.046600
362,0.051500
363,0.049000
364,0.042400
365,0.049700
366,0.045100
367,0.047400
368,0.047700
369,0.042500
370,0.044700
371,0.042500
372,0.042900
373,0.042300
374,0.045200
375,0.049600
376,0.045800
377,0.049700
378,0.040700
379,0.046600
380,0.044800
381,0.044400
382,0.046900
383,0.047700
384,0.045100
385,0.045600
386,0.043900
387,0.042200
388,0.041400
389,0.039700
390,0.045200
391,0.043800
392,0.043300
393,0.045000
394,0.046800
395,0.044700
396,0.044100
397,0.042800
398,0.042400
399,0.041600
400,0.049900
401,0.045500
402,0.044500
403,0.043300
404,0.056100
405,0.043100
406,0.041300
407,0.043100
408,0.039800
409,0.048700
410,0.053600
411,0.044100
412,0.043400
413,0.042500
414,0.049700
415,0.043900
416,0.042500
417,0.045000
418,0.046300
419,0.044100
420,0.042900
421,0.042200
422,0.041200
423,0.115500
424,0.060000
425,0.085500
426,0.045100
427,0.043700
428,0.045200
429,0.050700
430,0.046100
431,0.077200
432,0.050100
433,0.059900
434,0.046400
435,0.045600
436,0.044100
437,0.041600
438,0.059400
439,0.056800
440,0.048700
441,0.053100
442,0.046900
443,0.058900
444,0.042400
445,0.043800
446,0.041600
447,0.045200
448,0.080000
449,0.043700
450,0.043700
451,0.040900
452,0.040800
453,0.045100
454,0.043800
455,0.041300
456,0.043500
457,0.046900
458,0.081400
459,0.044500
460,0.041900
461,0.044400
462,0.058400
463,0.050900
464,0.045100
465,0.049000
466,0.053100
467,0.044900
468,0.047200
469,0.042700
470,0.049600
471,0.040400
472,0.048900
473,0.052200
474,0.051000
475,0.046200
476,0.042200
477,0.042700
478,0.046400
479,0.042600
480,0.042300
481,0.042000
482,0.053100
483,0.055300
484,0.048600
485,0.047600
486,0.043100
487,0.049400
488,0.043700
489,0.050000
490,0.044900
491,0.100100
492,0.058400
493,0.054900
494,0.055700
495,0.054600
496,0.055100
497,0.044000
498,0.051900
499,0.045400
500,0.044700
501,0.045400
502,0.049100
503,0.058300
504,0.052800
505,0.047400
506,0.044600
507,0.054200
508,0.045400
509,0.043700
510,0.041400
511,0.042100
512,0.044800
513,0.055200
514,0.051600
515,0.043500
516,0.042100
517,0.061300
518,0.053500
519,0.051700
520,0.044100
521,0.043300
522,0.076800
523,0.069000
524,0.073800
525,0.066200
526,0.064300
527,0.052200
528,0.051800
529,0.052700
530,0.045900
531,0.055200
532,0.052900
533,0.049300
534,0.171500
535,0.052800
536,0.047200
537,0.045300
538,0.041700
539,0.051000
540,0.067600
541,0.058800
542,0.050700
543,0.048200
544,0.065900
545,0.064800
546,0.054400
547,0.048100
548,0.043700
549,0.055900
550,0.086300
551,0.045200
552,0.044000
553,0.042200
554,0.064000
555,0.046700
556,0.046900
557,0.043800
558,0.043100
559,0.049200
560,0.052400
561,0.042800
562,0.041900
563,0.049500
564,0.051000
565,0.043800
566,0.043200
567,0.041100
568,0.046200
569,0.078700
570,0.054200
571,0.052300
572,0.042600
573,0.043000
574,0.045400
575,0.041500
576,0.040300
577,0.048200
578,0.044800
579,0.057000
580,0.062200
581,0.044700
582,0.042600
583,0.056100
584,0.046000
585,0.042700
586,0.052600
587,0.044600
588,0.050800
589,0.048500
590,0.045400
591,0.044200
592,0.041900
593,0.043500
594,0.044000
595,0.041700
596,0.042000
597,0.056700
598,0.047300
599,0.043400
600,0.042200
601,0.041400
602,0.041900
603,0.052400
604,0.044900
605,0.041600
606,0.049400
607,0.042700
608,0.045000
609,0.042600
610,0.040100
611,0.040900
612,0.048100
613,0.055700
614,0.044000
615,0.043800
616,0.043300
617,0.050400
618,0.044700
619,0.043200
620,0.041700
621,0.042000
622,0.042600
623,0.053700
624,0.042800
625,0.042300
626,0.041400
627,0.040700
628,0.044200
629,0.042100
630,0.052800
631,0.044700
632,0.051900
633,0.043800
634,0.042500
635,0.043000
636,0.041800
637,0.040400
638,0.042700
639,0.042200
640,0.042700
641,0.050800
642,0.046100
643,0.051200
644,0.044700
645,0.041600
646,0.040100
647,0.040500
648,0.056500
649,0.048200
650,0.042300
651,0.041600
652,0.052600
653,0.046700
654,0.043900
655,0.042300
656,0.041400
657,0.073400
658,0.066700
659,0.041700
660,0.039900
661,0.043100
662,0.083700
663,0.043800
664,0.041800
665,0.046800
666,0.041000
667,0.048900
668,0.043500
669,0.041800
670,0.040900
671,0.041800
672,0.401600
673,0.049900
674,0.050700
675,0.042200
676,0.040400
677,0.047000
678,0.045900
679,0.043000
680,0.044700
681,0.059600
682,0.046400
683,0.045200
684,0.043500
685,0.044300
686,0.047400
687,0.046100
688,0.042300
689,0.045600
690,0.047600
691,0.045400
692,0.043800
693,0.043500
694,0.041600
695,0.040900
696,0.050300
697,0.043600
698,0.042100
699,0.044600
700,0.047000
701,0.070800
702,0.046500
703,0.043200
704,0.041000
705,0.043900
706,0.042600
707,0.049700
708,0.047700
709,0.039800
710,0.040300
711,0.043700
712,0.047300
713,0.041300
714,0.041000
715,0.055300
716,0.041800
717,0.042800
718,0.041200
719,0.043900
720,0.046700
721,0.046900
722,0.048000
723,0.040000
724,0.042000
725,0.049500
726,0.056800
727,0.049500
728,0.041700
729,0.049300
730,0.055900
731,0.051200
732,0.044600
733,0.045500
734,0.054200
735,0.053400
736,0.053900
737,0.043600
738,0.044100
739,0.049200
740,0.041900
741,0.042400
742,0.039900
743,0.048000
744,0.057300
745,0.046600
746,0.048800
747,0.041200
748,0.046100
749,0.048300
750,0.052700
751,0.043800
752,0.042700
753,0.050800
754,0.044600
755,0.044100
756,0.042300
757,0.043800
758,0.043200
759,0.044400
760,0.051600
761,0.050000
762,0.043400
763,0.059900
764,0.048000
765,0.053200
766,0.044500
767,0.044400
768,0.052600
769,0.043000
770,0.041000
771,0.042000
772,0.044300
773,0.078100
774,0.043500
775,0.042700
776,0.045400
777,0.051400
778,0.048300
779,0.043700
780,0.041500
781,0.049200
782,0.054300
783,0.046200
784,0.040800
785,0.043100
786,0.040700
787,0.068400
788,0.048900
789,0.041300
790,0.040400
791,0.045100
792,0.071200
793,0.049000
794,0.041300
795,0.040700
796,0.045600
797,0.049400
798,0.046500
799,0.047500
800,0.041800
801,0.051100
802,0.046800
803,0.050100
804,0.051200
805,0.061300
806,0.073000
807,0.052500
808,0.073300
809,0.061500
810,0.079600
811,0.064100
812,0.049500
813,0.046700
814,0.044900
815,0.047700
816,0.047400
817,0.067700
818,0.047900
819,0.058900
820,0.050000
821,0.043900
822,0.041700
823,0.043800
824,0.045000
825,0.042600
826,0.054800
827,0.046300
828,0.045200
829,0.047400
830,0.042300
831,0.041700
832,0.041600
833,0.087600
834,0.053700
835,0.043200
836,0.041900
837,0.051400
838,0.050800
839,0.048200
840,0.044200
841,0.055200
842,0.059700
843,0.047800
844,0.044800
845,0.044200
846,0.042600
847,0.046500
848,0.050300
849,0.043600
850,0.043300
851,0.042800
852,0.046900
853,0.043300
854,0.041400
855,0.048700
856,0.050100
857,0.051100
858,0.046300
859,0.048400
860,0.042200
861,0.044800
862,0.043400
863,0.042100
864,0.041400
865,0.042500
866,0.054800
867,0.049000
868,0.045100
869,0.043300
870,0.047300
871,0.050500
872,0.043400
873,0.042000
874,0.040000
875,0.048300
876,0.047700
877,0.050300
878,0.042400
879,0.041600
880,0.041000
881,0.077900
882,0.047200
883,0.046200
884,0.045500
885,0.048800
886,0.051700
887,0.041700
888,0.048500
889,0.048700
890,0.043500
891,0.056100
892,0.061200
893,0.047700
894,0.042100
895,0.050300
896,0.046900
897,0.043500
898,0.040400
899,0.040200
900,0.055100
901,0.046800
902,0.043000
903,0.041400
904,0.045100
905,0.053200
906,0.043200
907,0.041500
908,0.046800
909,0.054200
910,0.065300
911,0.043700
912,0.042200
913,0.042400
914,0.079600
915,0.042400
916,0.041000
917,0.052100
918,0.041900
919,0.079400
920,0.042400
921,0.040500
922,0.040300
923,0.040600
924,0.077900
925,0.051000
926,0.047700
927,0.042200
928,0.044600
929,0.048500
930,0.044800
931,0.047600
932,0.049400
933,0.050200
934,0.051200
935,0.043700
936,0.042500
937,0.049100
938,0.043100
939,0.051400
940,0.072200
941,0.041300
942,0.040500
943,0.046200
944,0.046800
945,0.045400
946,0.040300
947,0.041400
948,0.045100
949,0.041300
950,0.046000
951,0.048300
952,0.042600
953,0.047700
954,0.043400
955,0.042800
956,0.041700
957,0.043600
958,0.055400
959,0.047100
960,0.047400
961,0.048300
962,0.045300
963,0.043000
964,0.048600
965,0.042200
966,0.042600
967,0.053000
968,0.042900
969,0.042100
970,0.042100
971,0.047300
972,0.047700
973,0.042200
974,0.045600
975,0.047100
976,0.044600
977,0.054800
978,0.043700
979,0.042400
980,0.040900
981,0.039600
982,0.047100
983,0.043100
984,0.043700
985,0.039900
986,0.039600
987,0.050500
988,0.042900
989,0.040300
990,0.048300
991,0.042400
992,0.042900
993,0.043300
994,0.041800
995,0.040300
996,0.042200
997,0.051100
998,0.042200
999,0.041400
1000,0.041300
1001,0.071600
1002,0.043000
1003,0.040700
1004,0.041700
1005,0.040700
1006,0.065700
1007,0.052900
1008,0.046500
1009,0.041800
1010,0.041600
1011,0.043200
1012,0.042000
1013,0.041200
1014,0.048100
1015,0.055000
1016,0.046700
1017,0.043400
1018,0.040600
1019,0.041900
1020,0.046000
1021,0.041100
1022,0.046800
1023,0.046300
1024,0.041000
1025,0.044400
1026,0.043400
1027,0.040500
1028,0.044600
1029,0.046000
1030,0.048100
1031,0.043500
1032,0.041600
1033,0.041200
1034,0.053300
1035,0.052500
1036,0.046000
1037,0.046700
1038,0.053000
1039,0.052800
1040,0.050700
1041,0.042500
1042,0.045300
1043,0.043800
1044,0.042700
1045,0.044800
1046,0.043500
1047,0.042100
1048,0.040500
1049,0.046800
1050,0.057600
1051,0.047100
1052,0.056000
1053,0.048100
1054,0.059300
1055,0.049700
1056,0.048100
1057,0.049600
1058,0.051000
1059,0.048600
1060,0.054100
1061,0.045400
1062,0.043400
1063,0.056600
1064,0.051300
1065,0.052100
1066,0.065600
1067,0.048800
1068,0.047200
1069,0.047300
1070,0.044900
1071,0.041500
1072,0.043400
1073,0.055300
1074,0.057000
1075,0.056400
1076,0.046600
1077,0.051400
1078,0.046500
1079,0.043200
1080,0.054800
1081,0.044600
1082,0.069400
1083,0.056500
1084,0.051800
1085,0.048500
1086,0.052700
1087,0.049400
1088,0.047700
1089,0.042700
1090,0.049800
1091,0.051200
1092,0.048300
1093,0.204500
1094,0.050900
1095,0.058200
1096,0.078200
1097,0.071200
1098,0.058800
1099,0.089900
1100,0.056900
1101,0.058700
1102,0.051600
1103,0.054400
1104,0.052500
1105,0.048700
1106,0.045700
1107,0.048800
1108,0.044300
1109,0.049300
1110,0.054900
1111,0.053000
1112,0.045000
1113,0.047200
1114,0.044300
1115,0.046300
1116,0.042900
1117,0.048100
1118,0.053800
1119,0.050600
1120,0.048400
1121,0.048100
1122,0.047400
1123,0.054200
1124,0.043600
1125,0.052200
1126,0.050600
1127,0.053100
1128,0.053000
1129,0.046300
1130,0.043400
1131,0.059600
1132,0.056000
1133,0.044100
1134,0.050000
1135,0.053400
1136,0.052700
1137,0.052300
1138,0.072000
1139,0.049000
1140,0.061900
1141,0.055900
1142,0.056900
1143,0.054300
1144,0.053300
1145,0.047600
1146,0.054000
1147,0.048700
1148,0.043800
1149,0.064700
1150,0.053900
1151,0.043300
1152,0.042800
1153,0.058800
1154,0.046500
1155,0.043700
1156,0.050400
1157,0.064800
1158,0.058900
1159,0.050200
1160,0.048700
1161,0.043400
1162,0.050100
1163,0.056000
1164,0.055400
1165,0.045800
1166,0.045600
1167,0.095700
1168,0.058500
1169,0.049100
1170,0.073900
1171,0.049000
1172,0.046100
1173,0.044300
1174,0.047800
1175,0.042200
1176,0.050000
1177,0.062500
1178,0.052200
1179,0.046900
1180,0.058700
1181,0.049500
1182,0.053800
1183,0.051700
1184,0.050100
1185,0.052900
1186,0.065200
1187,0.059000
1188,0.043800
1189,0.043200
1190,0.053100
1191,0.044600
1192,0.047900
1193,0.047900
1194,0.040700
1195,0.058400
1196,0.053100
1197,0.048200
1198,0.044000
1199,0.049300
1200,0.054700
1201,0.046400
1202,0.049800
1203,0.043100
1204,0.063200
1205,0.050100
1206,0.046300
1207,0.056000
1208,0.057200
1209,0.050500
1210,0.043800
1211,0.051700
1212,0.055200
1213,0.055500
1214,0.048000
1215,0.049000
1216,0.045900
1217,0.091000
1218,0.045100
1219,0.050300
1220,0.044700
1221,0.086400
1222,0.070600
1223,0.044000
1224,0.045200
1225,0.053200
1226,0.049600
1227,0.047700
1228,0.040800
1229,0.045500
1230,0.042500
1231,0.048700
1232,0.048100
1233,0.043800
1234,0.042700
1235,0.054200
1236,0.060300
1237,0.063700
1238,0.045400
1239,0.041700
1240,0.066200
1241,0.046400
1242,0.046800
1243,0.055300
1244,0.049400
1245,0.054800
1246,0.050900
1247,0.047800
1248,0.045800
1249,0.053400
1250,0.060700
1251,0.053100
1252,0.055600
1253,0.049000
1254,0.052400
1255,0.049600
1256,0.042000
1257,0.041600
1258,0.049200
1259,0.063100
1260,0.049500
1261,0.048200
1262,0.047000
1263,0.047700
1264,0.050200
1265,0.046000
1266,0.048700
1267,0.044200
1268,0.048700
1269,0.048700
1270,0.044100
1271,0.042200
1272,0.049400
1273,0.067600
1274,0.045700
1275,0.042800
1276,0.051000
1277,0.066700
1278,0.044300
1279,0.050400
1280,0.045000
1281,0.052200
1282,0.052500
1283,0.042400
1284,0.040700
1285,0.047100
1286,0.084800
1287,0.053800
1288,0.055100
1289,0.051700
1290,0.075700
1291,0.052800
1292,0.048500
1293,0.043500
1294,0.049300
1295,0.078200
1296,0.047600
1297,0.050100
1298,0.040900
1299,0.043600
1300,0.057900
1301,0.052500
1302,0.047700
1303,0.054500
1304,0.073100
1305,0.057100
1306,0.050100
1307,0.050400
1308,0.050400
1309,0.045400
1310,0.054900
1311,0.041700
1312,0.048000
1313,0.057300
1314,0.051000
1315,0.044400
1316,0.055700
1317,0.044700
1318,0.056200
1319,0.047500
1320,0.057000
1321,0.051900
1322,0.066900
1323,0.059800
1324,0.063600
1325,0.058900
1326,0.068500
1327,0.056900
1328,0.062100
1329,0.052800
1330,0.049900
1331,0.049400
1332,0.055700
1333,0.044600
1334,0.055500
1335,0.056300
1336,0.053000
1337,0.049900
1338,0.045300
1339,0.042500
1340,0.045300
1341,0.049200
1342,0.043600
1343,0.039900
1344,0.046400
1345,0.061000
1346,0.044000
1347,0.047900
1348,0.044800
1349,0.094800
1350,0.057000
1351,0.047200
1352,0.048300
1353,0.050300
1354,0.068700
1355,0.043900
1356,0.045800
1357,0.049400
1358,0.065900
1359,0.052400
1360,0.043400
1361,0.043200
1362,0.048300
1363,0.058200
1364,0.043900
1365,0.046900
1366,0.067900
1367,0.087100
1368,0.070200
1369,0.063500
1370,0.063600
1371,0.056200
1372,0.050300
1373,0.045800
1374,0.044900
1375,0.059600
1376,0.056600
1377,0.042700
1378,0.042900
1379,0.045200
1380,0.051300
1381,0.047000
1382,0.043600
1383,0.048700
1384,0.103500
1385,0.048300
1386,0.047000
1387,0.044500
1388,0.045700
1389,0.056700
1390,0.048000
1391,0.045000
1392,0.061900
1393,0.053100
1394,0.049300
1395,0.046300
1396,0.041800
1397,0.044200
1398,0.084100
1399,0.050200
1400,0.044300
1401,0.058600
1402,0.052800
1403,0.049100
1404,0.049600
1405,0.051800
1406,0.050500
1407,0.050600
1408,0.054600
1409,0.047000
1410,0.070700
1411,0.045800
1412,0.055800
1413,0.048200
1414,0.041900
1415,0.041500
1416,0.040800
1417,0.069500
1418,0.052700
1419,0.049900
1420,0.053700
1421,0.103000
1422,0.053100
1423,0.048400
1424,0.051100
1425,0.060500
1426,0.053700
1427,0.049400
1428,0.043000
1429,0.041500
1430,0.052600
1431,0.053300
1432,0.045200
1433,0.044100
1434,0.041800
1435,0.046900
1436,0.051100
1437,0.042800
1438,0.048200
1439,0.047200
1440,0.048100
1441,0.124000
1442,0.044900
1443,0.041300
1444,0.056000
1445,0.053400
1446,0.043400
1447,0.045700
1448,0.049800
1449,0.045200
1450,0.045200
1451,0.044400
1452,0.041900
1453,0.057500
1454,0.066000
1455,0.051000
1456,0.048500
1457,0.044600
1458,0.050100
1459,0.048600
1460,0.045100
1461,0.049100
1462,0.091500
1463,0.056000
1464,0.043500
1465,0.042700
1466,0.042400
1467,0.061400
1468,0.047400
1469,0.060500
1470,0.052400
1471,0.050400
1472,0.048500
1473,0.048800
1474,0.047900
1475,0.044800
1476,0.051000
1477,0.049000
1478,0.049400
1479,0.045000
1480,0.053800
1481,0.051300
1482,0.042900
1483,0.042300
1484,0.056000
1485,0.050000
1486,0.052100
1487,0.043600
1488,0.046900
1489,0.071000
1490,0.044500
1491,0.049500
1492,0.057100
1493,0.048900
1494,0.061700
1495,0.044200
1496,0.042200
1497,0.047200
1498,0.042500
1499,0.051100
1500,0.056200
1501,0.043200
1502,0.048600
1503,0.056800
1504,0.049100
1505,0.049500
1506,0.051700
1507,0.047800
1508,0.047100
1509,0.042600
1510,0.045500
1511,0.042700
1512,0.050600
1513,0.056800
1514,0.041900
1515,0.053200
1516,0.043300
1517,0.050000
1518,0.048000
1519,0.049700
1520,0.041700
1521,0.052700
1522,0.063600
1523,0.048300
1524,0.049600
1525,0.051000
1526,0.066800
1527,0.053000
1528,0.049700
1529,0.051200
1530,0.047600
1531,0.044500
1532,0.047700
1533,0.042300
1534,0.041300
1535,0.054500
1536,0.059100
1537,0.048200
1538,0.048700
1539,0.047300
1540,0.046700
1541,0.051200
1542,0.054600
1543,0.045600
1544,0.039900
1545,0.050600
1546,0.047200
1547,0.052700
1548,0.052200
1549,0.055400
1550,0.049200
1551,0.045300
1552,0.048100
1553,0.045600
1554,0.062600
1555,0.047200
1556,0.045800
1557,0.050500
1558,0.048000
1559,0.067800
1560,0.046500
1561,0.043100
1562,0.046200
1563,0.049900
1564,0.053400
1565,0.046000
1566,0.042500
1567,0.050600
1568,0.045900
1569,0.042700
1570,0.046300
1571,0.057100
1572,0.050400
1573,0.058200
1574,0.043600
1575,0.041100
1576,0.040700
1577,0.056200
1578,0.044500
1579,0.047300
1580,0.054700
1581,0.059100
1582,0.046000
1583,0.044600
1584,0.044700
1585,0.051100
1586,0.067400
1587,0.057300
1588,0.051500
1589,0.042900
1590,0.047000
1591,0.056000
1592,0.048600
1593,0.051500
1594,0.043800
1595,0.065200
1596,0.058100
1597,0.042600
1598,0.048500
1599,0.047400
1600,0.055100
1601,0.046300
1602,0.045500
1603,0.045200
1604,0.055600
1605,0.055400
1606,0.056100
1607,0.043100
1608,0.041900
1609,0.044700
1610,0.045400
1611,0.042700
1612,0.041500
1613,0.048000
1614,0.056800
1615,0.055700
1616,0.042200
1617,0.041100
1618,0.046000
1619,0.054900
1620,0.042400
1621,0.044300
1622,0.054900
1623,0.095800
1624,0.048200
1625,0.041700
1626,0.049300
1627,0.047100
1628,0.065300
1629,0.058000
1630,0.045800
1631,0.043800
1632,0.042300
1633,0.057600
1634,0.050500
1635,0.050400
1636,0.046000
1637,0.051300
1638,0.049700
1639,0.051800
1640,0.052900
1641,0.057000
1642,0.077800
1643,0.071300
1644,0.064100
1645,0.055400
1646,0.060800
1647,0.046800
1648,0.044100
1649,0.041500
1650,0.042200
1651,0.050500
1652,0.054100
1653,0.066300
1654,0.054300
1655,0.048300
1656,0.125100
1657,0.049000
1658,0.052200
1659,0.044200
1660,0.058500
1661,0.061400
1662,0.043500
1663,0.053100
1664,0.052000
1665,0.061100
1666,0.049800
1667,0.049500
1668,0.051100
1669,0.114700
1670,0.051700
1671,0.049400
1672,0.045100
1673,0.042000
1674,0.049000
1675,0.046900
1676,0.045000
1677,0.042200
1678,0.047100
1679,0.063900
1680,0.053400
1681,0.045400
1682,0.051300
1683,0.082400
1684,0.049400
1685,0.052400
1686,0.047500
1687,0.042800
1688,0.047600
1689,0.055000
1690,0.054800
1691,0.049700
1692,0.045800
1693,0.049200
1694,0.047200
1695,0.046900
1696,0.047100
1697,0.054500
1698,0.054700
1699,0.070600
1700,0.043600
1701,0.054400
1702,0.046900
1703,0.044100
1704,0.041900
1705,0.040700
1706,0.052500
1707,0.053600
1708,0.065300
1709,0.044100
1710,0.042300
1711,0.054300
1712,0.047000
1713,0.042000
1714,0.052500
1715,0.051000
1716,0.054900
1717,0.050600
1718,0.052900
1719,0.047600
1720,0.047900
1721,0.062200
1722,0.051600
1723,0.061100
1724,0.043000
1725,0.055200
1726,0.048500
1727,0.052900
1728,0.044300
1729,0.064400
1730,0.067400
1731,0.047600
1732,0.052100
1733,0.045500
1734,0.057900
1735,0.049600
1736,0.054000
1737,0.048300
1738,0.043600
1739,0.047800
1740,0.055400
1741,0.047100
1742,0.047900
1743,0.074400
1744,0.052500
1745,0.045200
1746,0.050900
1747,0.044500
1748,0.058900
1749,0.044500
1750,0.056700
1751,0.047100
1752,0.049000
1753,0.052700
1754,0.047300
1755,0.051100
1756,0.043700
1757,0.094300
1758,0.063400
1759,0.047100
1760,0.043800
1761,0.056900
1762,0.046600
1763,0.048300
1764,0.049500
1765,0.050500
1766,0.069700
1767,0.051300
1768,0.040200
1769,0.050200
1770,0.056000
1771,0.047900
1772,0.048400
1773,0.043600
1774,0.047100
1775,0.048900
1776,0.046100
1777,0.051400
1778,0.042700
1779,0.052600
1780,0.063700
1781,0.060200
1782,0.042200
1783,0.046400
1784,0.089000
1785,0.051000
1786,0.043100
1787,0.041100
1788,0.046000
1789,0.053200
1790,0.049400
1791,0.051200
1792,0.047400
1793,0.055300
1794,0.051900
1795,0.048500
1796,0.044400
1797,0.045800
1798,0.048000
1799,0.047200
1800,0.044300
1801,0.046100
1802,0.040100
1803,0.045100
1804,0.044000
1805,0.045600
1806,0.047200
1807,0.044200
1808,0.074500
1809,0.057500
1810,0.064500
1811,0.051500
1812,0.066300
1813,0.068700
1814,0.068900
1815,0.065900
1816,0.067900
1817,0.070800
1818,0.073900
1819,0.085600
1820,0.072400
1821,0.073600
1822,0.070100
1823,0.063700
1824,0.065000
1825,0.066200
1826,0.057800
1827,0.078500
1828,0.067000
1829,0.064300
1830,0.070200
1831,0.087300
1832,0.065500
1833,0.052100
1834,0.045400
1835,0.047700
1836,0.061500
1837,0.051800
1838,0.054500
1839,0.054400
1840,0.052200
1841,0.049600
1842,0.043700
1843,0.042400
1844,0.043600
1845,0.121400
1846,0.050100
1847,0.044400
1848,0.041800
1849,0.041800
1850,0.046700
1851,0.045800
1852,0.041600
1853,0.043300
1854,0.150700
1855,0.057000
1856,0.048500
1857,0.047700
1858,0.048400
1859,0.047000
1860,0.043300
1861,0.046400
1862,0.044900
1863,0.046500
1864,0.049900
1865,0.042400
1866,0.043300
