step,time,phase,dt,translation_step_um,t1_base_x,t1_ctrl_x,t1_lag_x,t1_base_trans_delta_m,t1_base_rot_delta_rad,t1_strain_err_max,t1_strain_err_mean,t1_kappa_mean_curved_1pm,t1_kappa_rest_mean_curved_1pm,t1_kappa_rel_error,t1_frame_delta_max_m,t1_frame_delta_mean_m,t2_base_x,t2_ctrl_x,t2_lag_x,t2_advance_m,estimated_protrusion_m,t2_strain_err_max_all,t2_strain_err_mean_all,t2_strain_err_max_protruded,t2_strain_err_mean_protruded,t2_kappa_mean_protruded_curved_1pm,t2_kappa_rest_mean_protruded_curved_1pm,t2_kappa_rel_err_exposed_curved,t2_tip_x,t2_tip_y,t2_tip_z,contact_pairs,active_like_pairs,min_gap,max_gap,mean_gap,gap_sign,activation_tolerance,active_impulse_pairs,normal_impulse_sum,normal_impulse_max,normal_force_sum_N,normal_force_max_N
3560,5.956,control,0.001,50,5.25912486e-10,0,-5.25912486e-10,5.26799268e-10,0,0.20866607,0.118878825,8.25393434,8.33333333,0.952787894,0.000965631857,0.000204067137,-0.110000001,-0.11,5.48269471e-10,0.0499999995,0.0499999989,17.3172416,5.31700713,1.25057004,0.678999988,16.6680478,16.6666667,0.00828696767,0.210538107,-0.00168340344,0.0275281059,32,25,-3.39608095e-07,0.000592197368,7.72347507e-05,-1,0.0001,25,0.00207142523,0.000738894753,2.07142523,0.738894753
3580,5.976,control,0.001,50,7.77678646e-10,0,-7.77678646e-10,7.78193001e-10,0,0.20871928,0.118578754,8.25440672,8.33333333,0.947119385,0.000967050026,0.000204302446,-0.110000001,-0.11,7.95831095e-10,0.0499999992,0.0499999984,17.2801264,5.26734549,1.1891305,0.644631971,16.6704003,16.6666667,0.0224016626,0.210502011,-0.00135112353,0.0276367687,32,25,-3.63365612e-07,0.000591398512,7.76982388e-05,-1,0.0001,25,0.00206692893,0.000735656749,2.06692893,0.735656749
3600,5.996,control,0.001,50,9.68435423e-10,0,-9.68435423e-10,9.68795695e-10,0,0.208455165,0.118142545,8.25507725,8.33333333,0.939073045,0.000967389731,0.000204315969,-0.110000001,-0.11,9.83172405e-10,0.049999999,0.049999998,17.2300998,5.20982742,1.1254102,0.608077373,16.6697364,16.6666667,0.0184183517,0.210451938,-0.000919446865,0.0277794672,32,25,-3.90188718e-07,0.000590948156,7.8129522e-05,-1,0.0001,25,0.00205495641,0.000725875621,2.05495641,0.725875621
3620,6.016,control,0.001,50,1.09671579e-09,0,-1.09671579e-09,1.09700106e-09,0,0.207844542,0.117586849,8.25593625,8.33333333,0.928765023,0.000966606054,0.000204238748,-0.110000001,-0.11,1.10867827e-09,0.0499999989,0.0499999978,17.1635569,5.14529383,1.06186938,0.570979249,16.6659063,16.6666667,0.00456222863,0.210383297,-0.000379997057,0.0279607974,32,25,-4.16956065e-07,0.000590900635,7.84654435e-05,-1,0.0001,25,0.00204208013,0.000715102241,2.04208013,0.715102241
3640,6.036,control,0.001,50,1.1769496e-09,0,-1.1769496e-09,1.1771954e-09,0,0.206916768,0.116956316,8.25704798,8.33333333,0.915424242,0.000965054882,0.000204147444,-0.110000001,-0.11,1.18665873e-09,0.0499999988,0.0499999976,17.0796074,5.07490415,1.00027776,0.534916917,16.660239,16.6666667,0.0385659977,0.210293129,0.000270015558,0.0281789501,32,25,-4.19323855e-07,0.000591189865,7.86999247e-05,-1,0.0001,25,0.00203231816,0.000703839931,2.03231816,0.703839931
3660,6.056,control,0.001,50,1.22308148e-09,0,-1.22308148e-09,1.22330705e-09,0,0.20572534,0.116299073,8.2584827,8.33333333,0.898207647,0.00096323403,0.000204081992,-0.110000001,-0.11,1.23096103e-09,0.0499999988,0.0499999975,16.9796716,5.0003665,0.941140206,0.500755909,16.6545854,16.6666667,0.0724873232,0.210180965,0.00102750726,0.0284252505,32,25,-4.39273895e-07,0.000591659286,7.88772047e-05,-1,0.0001,25,0.00202086524,0.000694501149,2.02086524,0.694501149
3680,6.076,control,0.001,50,1.21268555e-09,0,-1.21268555e-09,1.21291418e-09,0,0.20437913,0.115647751,8.26025655,8.33333333,0.876921374,0.000961722575,0.000204157089,-0.110000001,-0.11,1.21908003e-09,0.0499999988,0.0499999976,16.8683288,4.92446327,0.884140626,0.468567885,16.6505358,16.6666667,0.0967853693,0.210048429,0.00188694163,0.0286868988,32,25,-4.52923901e-07,0.000592426009,7.89249427e-05,-1,0.0001,25,0.00200804135,0.00068507788,2.00804135,0.68507788
3700,6.096,control,0.001,50,1.14061975e-09,0,-1.14061975e-09,1.14087744e-09,0,0.202945888,0.115027944,8.26239331,8.33333333,0.851280231,0.000960973172,0.000204463614,-0.110000001,-0.11,1.14580934e-09,0.0499999989,0.0499999977,16.7885407,4.85030755,0.828607078,0.438011213,16.6489131,16.6666667,0.106521647,0.209898579,0.00284041554,0.0289489566,32,25,-4.56988945e-07,0.000593389203,7.88622496e-05,-1,0.0001,25,0.00199255067,0.000675587243,1.99255067,0.675587243
3720,6.116,control,0.001,50,1.0312465e-09,0,-1.0312465e-09,1.03156168e-09,0,0.201439201,0.114449691,8.26489694,8.33333333,0.821236725,0.000961132039,0.00020505337,-0.110000001,-0.11,1.03545841e-09,0.049999999,0.0499999979,16.7252928,4.78141366,0.77404607,0.408673114,16.6496422,16.6666667,0.102146585,0.209735431,0.00387782251,0.0291959021,32,25,-4.63556945e-07,0.000594035779,7.86389452e-05,-1,0.0001,25,0.00197245301,0.000666816648,1.97245301,0.666816648
3740,6.136,control,0.001,50,9.38104179e-10,0,-9.38104179e-10,9.38488613e-10,0,0.199716981,0.113889198,8.26775301,8.33333333,0.786963931,0.000961618756,0.000205729503,-0.110000001,-0.11,9.41522707e-10,0.0499999991,0.0499999981,16.6694145,4.72315127,0.720362704,0.380280903,16.6510369,16.6666667,0.0937785897,0.209561203,0.00498891375,0.0294148038,32,25,-4.86011647e-07,0.000593968197,7.82063979e-05,-1,0.0001,25,0.00193917028,0.000652773454,1.93917028,0.652773454
3760,6.156,control,0.001,50,8.20643696e-10,0,-8.20643696e-10,8.21121886e-10,0,0.197298205,0.113230719,8.27102933,8.33333333,0.74764804,0.000961423715,0.000206160292,-0.110000001,-0.11,8.23418056e-10,0.0499999992,0.0499999984,16.6425415,4.68567149,0.667393059,0.352639765,16.6492716,16.6666667,0.104370413,0.209375765,0.00614897113,0.0295968369,32,25,-5.12186012e-07,0.000593165128,7.76614862e-05,-1,0.0001,25,0.00188544703,0.000625658667,1.88544703,0.625658667
3780,6.176,control,0.001,50,7.07487946e-10,0,-7.07487946e-10,7.08080474e-10,0,0.194182092,0.112430418,8.27483721,8.33333333,0.701953531,0.000959788085,0.00020608844,-0.110000001,-0.11,7.09739434e-10,0.0499999993,0.0499999986,16.6553305,4.69642707,0.614428169,0.325523919,16.6433732,16.6666667,0.139760671,0.209176738,0.00732628559,0.0297416867,32,25,-5.58633433e-07,0.000591094185,7.71051179e-05,-1,0.0001,25,0.00184304554,0.000603923618,1.84304554,0.603923618
3800,6.196,control,0.001,50,6.16200378e-10,0,-6.16200378e-10,6.16935259e-10,0,0.194107616,0.111605002,8.27905434,8.33333333,0.651347891,0.000957767831,0.000205915424,-0.110000001,-0.11,6.18027754e-10,0.0499999994,0.0499999988,16.6937725,4.74610603,0.560567043,0.298489649,16.6389051,16.6666667,0.166569252,0.208964957,0.00851137122,0.0298494256,32,25,-5.69267271e-07,0.000589067789,7.66188048e-05,-1,0.0001,25,0.001818625,0.000592728874,1.818625,0.592728874
3820,6.216,control,0.001,50,5.42024291e-10,0,-5.42024291e-10,5.42909743e-10,0,0.193906463,0.110857638,8.2835061,8.33333333,0.597926782,0.000956825927,0.000206119307,-0.110000001,-0.11,5.43508377e-10,0.0499999995,0.0499999989,16.7050288,4.80812517,0.504347342,0.270376683,16.640211,16.6666667,0.158733701,0.208745415,0.00971508577,0.0299154758,32,24,-5.31212004e-07,0.000587843947,7.64140992e-05,-1,0.0001,24,0.00180045389,0.000582875684,1.80045389,0.582875684
3840,6.236,control,0.001,50,4.85584516e-10,0,-4.85584516e-10,4.86593717e-10,0,0.193611866,0.110168332,8.28803178,8.33333333,0.543618602,0.000957078637,0.00020676604,-0.11,-0.11,4.86789761e-10,0.0499999995,0.049999999,16.6959401,4.87436281,0.446265443,0.240716571,16.6443644,16.6666667,0.133813689,0.208522405,0.0109417276,0.0299330283,32,24,-4.97363642e-07,0.000586672,7.63237131e-05,-1,0.0001,24,0.00177330759,0.00056900578,1.77330759,0.56900578
3860,6.256,control,0.001,50,4.35346935e-10,0,-4.35346935e-10,4.36491875e-10,0,0.193310803,0.109476678,8.29266732,8.33333333,0.487992175,0.000957711373,0.000207591007,-0.11,-0.11,4.36326031e-10,0.0499999996,0.0499999991,16.6845806,4.94255615,0.387373209,0.210060551,16.6479084,16.6666667,0.112549765,0.208296609,0.0121792083,0.029899463,32,24,-4.85998903e-07,0.000584439044,7.61967224e-05,-1,0.0001,24,0.00174265061,0.000553243049,1.74265061,0.553243049
3880,6.276,control,0.001,50,3.87197461e-10,0,-3.87197461e-10,3.88527534e-10,0,0.193037437,0.108776679,8.29740525,8.33333333,0.431137002,0.000958378131,0.000208463234,-0.11,-0.11,3.8799311e-10,0.0499999996,0.0499999992,16.6753442,5.01201731,0.327725886,0.178725499,16.6508361,16.6666667,0.0949833365,0.208068836,0.0134179518,0.029814399,32,24,-5.01776072e-07,0.000582485808,7.60641172e-05,-1,0.0001,24,0.00171287159,0.000538884155,1.71287159,0.538884155
3900,6.296,control,0.001,50,3.42476637e-10,0,-3.42476637e-10,3.44023758e-10,0,0.19282459,0.108081324,8.30214911,8.33333333,0.374210737,0.000959094902,0.000209366132,-0.11,-0.11,3.43123391e-10,0.0499999997,0.0499999993,16.6712978,5.08234995,0.267051112,0.146588366,16.6538745,16.6666667,0.0767529804,0.207840006,0.0146555191,0.0296777351,32,24,-5.36158259e-07,0.000580874405,7.59252761e-05,-1,0.0001,24,0.00168777565,0.00052703093,1.68777565,0.52703093
3920,6.316,control,0.001,50,2.95271685e-10,0,-2.95271685e-10,2.97101847e-10,0,0.192704136,0.107389039,8.30687169,8.33333333,0.31753971,0.00095989657,0.000210308251,-0.11,-0.11,2.95797734e-10,0.0499999997,0.0499999994,16.6722538,5.15309435,0.206206334,0.113982199,16.6569006,16.6666667,0.0585964822,0.207611253,0.0158878162,0.0294895217,32,24,-5.29638389e-07,0.00057883196,7.57017055e-05,-1,0.0001,24,0.00165769522,0.000512142221,1.65769522,0.512142221
3940,6.336,control,0.001,50,2.47377439e-10,0,-2.47377439e-10,2.49629193e-10,0,0.192684242,0.106703007,8.31164308,8.33333333,0.260283003,0.000960747161,0.000211252653,-0.11,-0.11,2.47806095e-10,0.0499999998,0.0499999995,16.6703868,5.22398024,0.146836864,0.081967021,16.6602136,16.6666667,0.0387185315,0.207384296,0.0171062007,0.0292512549,32,24,-4.63918928e-07,0.00057688477,7.54491811e-05,-1,0.0001,24,0.00162979626,0.000499573983,1.62979626,0.499573983
3960,6.356,control,0.001,50,2.04598723e-10,0,-2.04598723e-10,2.07383744e-10,0,0.19250489,0.106032486,8.31640973,8.33333333,0.203083208,0.000961723869,0.000212223004,-0.11,-0.11,2.04948544e-10,0.0499999998,0.0499999996,16.6695699,5.29503105,0.091718366,0.0519698256,16.6640938,16.6666667,0.0154369009,0.207161878,0.0183046267,0.0289638559,32,24,-4.43554764e-07,0.000575864177,7.52566385e-05,-1,0.0001,24,0.00160152671,0.00048555487,1.60152671,0.48555487
3980,6.376,control,0.001,50,1.67418846e-10,0,-1.67418846e-10,1.70857316e-10,0,0.192398425,0.105348616,8.32115716,8.33333333,0.146114114,0.000962504882,0.000213123321,-0.11,-0.11,1.67705086e-10,0.0499999998,0.0499999997,16.6660969,5.36690602,0.0599767526,0.0326585565,16.6673522,16.6666667,0.00411302195,0.206945272,0.0194700728,0.0286324701,32,24,-3.63239748e-07,0.000573953989,7.500296e-05,-1,0.0001,24,0.001544971,0.000464862203,1.544971,0.464862203
4000,6.396,control,0.001,50,1.28854838e-10,0,-1.28854838e-10,1.33377039e-10,0,0.192373591,0.104665696,8.32590937,8.33333333,0.0890875344,0.000963182493,0.000213956914,-0.11,-0.11,1.29089323e-10,0.0499999999,0.0499999997,16.6805013,5.44171445,0.0809003182,0.0410892416,16.6702415,16.6666667,0.0214487723,0.206735111,0.020598635,0.0282627186,32,24,-3.40154151e-07,0.000572167958,7.46685522e-05,-1,0.0001,24,0.00153328447,0.000456306532,1.53328447,0.456306532
4020,6.416,control,0.001,50,9.01937313e-11,0,-9.01937313e-11,9.66733043e-11,0,0.192352797,0.103994244,8.33054541,8.33333333,0.0334550527,0.000963876852,0.000214784156,-0.11,-0.11,9.03866981e-11,0.0499999999,0.0499999998,16.6944693,5.51777568,0.13032262,0.0667326897,16.6731962,16.6666667,0.0391774479,0.206533095,0.0216822074,0.0278594625,32,24,-3.22440418e-07,0.000570450972,7.42947884e-05,-1,0.0001,24,0.00150445336,0.000443729524,1.50445336,0.443729524
4040,6.436,control,0.001,50,5.2521214e-11,0,-5.2521214e-11,6.32156367e-11,0,0.192331265,0.103334012,8.33505983,8.33333333,0.0207179728,0.000964464764,0.000215550095,-0.11,-0.11,5.26806515e-11,0.0499999999,0.0499999999,16.7080349,5.59265429,0.185929937,0.0963220516,16.6758764,16.6666667,0.0552584427,0.206340495,0.0227120599,0.0274304719,32,24,-3.06219735e-07,0.000568662362,7.39226998e-05,-1,0.0001,24,0.00147830131,0.000432501351,1.47830131,0.432501351
4060,6.456,control,0.001,50,1.64367897e-11,0,-1.64367897e-11,3.92009373e-11,0,0.192315604,0.102694328,8.33941629,8.33333333,0.0729955351,0.000964983738,0.000216260385,-0.11,-0.11,1.65691766e-11,0.05,0.05,16.7210467,5.66545328,0.241809628,0.126224529,16.678376,16.6666667,0.0702557601,0.206158344,0.0236830318,0.0269833047,32,24,-2.90369455e-07,0.000566864574,7.35527065e-05,-1,0.0001,24,0.00145472746,0.000422289931,1.45472746,0.422289931
4080,6.476,control,0.001,50,-1.78682202e-11,0,1.78682202e-11,4.01729565e-11,0,0.19232678,0.102083659,8.34357426,8.33333333,0.122891138,0.000965476183,0.000216927155,-0.11,-0.11,-1.77577397e-11,0.05,0.05,16.7333369,5.73567766,0.296222231,0.155425146,16.6806812,16.6666667,0.0840874313,0.2059874,0.0245917261,0.0265253104,32,24,-1.8575479e-07,0.00056513942,7.3211163e-05,-1,0.0001,24,0.00143576005,0.000414164151,1.43576005,0.414164151
4100,6.496,control,0.001,50,-5.03020869e-11,0,5.03020869e-11,6.2048536e-11,0,0.192360889,0.101500899,8.34748937,8.33333333,0.169872443,0.000965866363,0.000217525571,-0.11,-0.11,-5.02092534e-11,0.0500000001,0.0500000001,16.7450717,5.8028773,0.348310244,0.183427159,16.682558,16.6666667,0.09534795,0.205828175,0.0254334521,0.0260650419,32,24,-1.76874587e-07,0.000563170119,7.30151106e-05,-1,0.0001,24,0.00142012163,0.000407045434,1.42012163,0.407045434
4120,6.516,control,0.001,50,-8.1251635e-11,0,8.1251635e-11,8.91603892e-11,0,0.192402422,0.100952537,8.35114966,8.33333333,0.213795969,0.000966166118,0.000218053047,-0.11,-0.11,-8.11731515e-11,0.0500000001,0.0500000002,16.756089,5.86666583,0.397642964,0.209963241,16.684103,16.6666667,0.104618229,0.205681041,0.0262058121,0.025610695,32,24,-1.67450452e-07,0.000561023291,7.29817962e-05,-1,0.0001,24,0.00140720064,0.000401208007,1.40720064,0.401208007
4140,6.536,control,0.001,50,-1.10392006e-10,0,1.10392006e-10,1.16466904e-10,0,0.192454152,0.100457576,8.35455693,8.33333333,0.254683186,0.00096653692,0.000218559662,-0.11,-0.11,-1.10325193e-10,0.0500000001,0.0500000002,16.7657526,5.92680463,0.444056885,0.234991595,16.6856779,16.6666667,0.114067187,0.205546208,0.0269118772,0.0251671691,32,24,-1.33485472e-07,0.0005592516,7.2992615e-05,-1,0.0001,24,0.00139808639,0.000397216892,1.39808639,0.397216892
4160,6.556,control,0.001,50,-1.36944898e-10,0,1.36944898e-10,1.41978886e-10,0,0.192516405,0.100021316,8.35770384,8.33333333,0.292446094,0.000967051061,0.000219080224,-0.11,-0.11,-1.36887737e-10,0.0500000001,0.0500000003,16.7738773,5.98305995,0.487477636,0.258561572,16.6871493,16.6666667,0.122895755,0.205423892,0.0275562324,0.0247372958,32,24,-1.16562108e-07,0.00055829676,7.29387949e-05,-1,0.0001,24,0.00138605432,0.000393197505,1.38605432,0.393197505
4180,6.576,control,0.001,50,-1.60940426e-10,0,1.60940426e-10,1.65290058e-10,0,0.192582093,0.0996235334,8.36059529,8.33333333,0.32714347,0.000967457825,0.000219530829,-0.11,-0.11,-1.60891106e-10,0.0500000002,0.0500000003,16.7812305,6.03499462,0.527600448,0.280435563,16.6880052,16.6666667,0.128031112,0.205313797,0.0281376493,0.0243278063,32,24,-1.029145e-07,0.00055700171,7.28943155e-05,-1,0.0001,24,0.00137770487,0.000388940643,1.37770487,0.388940643
4200,6.596,control,0.001,50,-1.83558419e-10,0,1.83558419e-10,1.87435602e-10,0,0.192644704,0.0992596295,8.36324929,8.33333333,0.358991457,0.000967673033,0.000219876969,-0.11,-0.11,-1.83515592e-10,0.0500000002,0.0500000004,16.7877941,6.08226486,0.564151345,0.300360083,16.6883136,16.6666667,0.129881678,0.205215637,0.0286553389,0.0239453884,32,24,-8.88581583e-08,0.000555587245,7.28668211e-05,-1,0.0001,24,0.00136984744,0.000385896262,1.36984744,0.385896262
4220,6.616,control,0.001,50,-2.05100622e-10,0,2.05100622e-10,2.08625354e-10,0,0.192699458,0.098932456,8.36567089,8.33333333,0.388050715,0.000967704799,0.000220117893,-0.11,-0.11,-2.05063189e-10,0.0500000002,0.0500000004,16.7930978,6.12464562,0.596930393,0.318198242,16.688248,16.6666667,0.129488055,0.205129045,0.0291098331,0.0235956087,32,24,-7.53185243e-08,0.000554503633,7.28847227e-05,-1,0.0001,24,0.00136266494,0.000383289321,1.36266494,0.383289321
4240,6.636,control,0.001,50,-2.24956965e-10,0,2.24956965e-10,2.28218426e-10,0,0.192751665,0.098644272,8.36786382,8.33333333,0.414365842,0.000967628322,0.00022028239,-0.11,-0.11,-2.24924024e-10,0.0500000002,0.0500000004,16.7973748,6.16193521,0.625760179,0.333871034,16.6879716,16.6666667,0.12782983,0.205053765,0.0295023278,0.0232829828,32,24,-7.39952284e-08,0.000553701942,7.29137091e-05,-1,0.0001,24,0.0013601951,0.000381826354,1.3601951,0.381826354
4260,6.656,control,0.001,50,-2.42986e-10,0,2.42986e-10,2.46043329e-10,0,0.192804219,0.098397294,8.36983742,8.33333333,0.438049054,0.000967492926,0.000220386088,-0.11,-0.11,-2.42956738e-10,0.0500000002,0.0500000005,16.8006418,6.19397535,0.650522485,0.347322504,16.6875702,16.6666667,0.125421428,0.204989587,0.0298341182,0.0230112787,32,24,-7.84400796e-08,0.00055297831,7.29535009e-05,-1,0.0001,24,0.00135718818,0.000380885529,1.35718818,0.380885529
4280,6.676,control,0.001,50,-2.59305735e-10,0,2.59305735e-10,2.622032e-10,0,0.192856717,0.0981913896,8.37159901,8.33333333,0.4591881,0.000967323311,0.000220439461,-0.11,-0.11,-2.59279542e-10,0.0500000003,0.0500000005,16.8028941,6.220635,0.67114907,0.358519517,16.6870438,16.6666667,0.122263068,0.204936206,0.0301064999,0.022783647,32,24,-8.40566655e-08,0.000552394502,7.30004922e-05,-1,0.0001,24,0.00135586814,0.00038063077,1.35586814,0.38063077
4300,6.696,control,0.001,50,-2.73876923e-10,0,2.73876923e-10,2.76647456e-10,0,0.192908422,0.0980268137,8.37315769,8.33333333,0.477892248,0.000967140193,0.000220450995,-0.11,-0.11,-2.73853301e-10,0.0500000003,0.0500000005,16.8041254,6.24183798,0.68761599,0.367454192,16.6864387,16.6666667,0.118632019,0.204893328,0.0303208874,0.0226024329,32,24,-9.03443993e-08,0.00055199733,7.30575413e-05,-1,0.0001,24,0.00135622911,0.000381661127,1.35622911,0.381661127
4320,6.716,control,0.001,50,-2.86592888e-10,0,2.86592888e-10,2.89264117e-10,0,0.192959431,0.0979032113,8.37452163,8.33333333,0.494259618,0.000966966828,0.000220431091,-0.11,-0.11,-2.86571461e-10,0.0500000003,0.0500000006,16.8044076,6.2575494,0.699919759,0.374131479,16.6857962,16.6666667,0.114777388,0.204860682,0.0304786993,0.0224692026,32,24,-9.75935655e-08,0.000551786862,7.31150488e-05,-1,0.0001,24,0.00135827373,0.000382353926,1.35827373,0.382353926
4340,6.736,control,0.001,50,-2.97207086e-10,0,2.97207086e-10,2.99802828e-10,0,0.193009029,0.0978207691,8.37569866,8.33333333,0.508383882,0.000966821872,0.000220387469,-0.11,-0.11,-2.97187455e-10,0.0500000003,0.0500000006,16.8037611,6.26778469,0.70808416,0.37857094,16.6851543,16.6666667,0.110925802,0.204838017,0.0305814255,0.0223846718,32,24,-1.00937611e-07,0.000551723007,7.31692757e-05,-1,0.0001,24,0.00136181601,0.000383513878,1.36181601,0.383513878
4360,6.756,control,0.001,50,-3.05752734e-10,0,3.05752734e-10,3.08292355e-10,0,0.193058666,0.0977791788,8.37669524,8.33333333,0.520342826,0.000966711283,0.000220324011,-0.11,-0.11,-3.05734674e-10,0.0500000003,0.0500000006,16.8022653,6.27259708,0.712152809,0.380803811,16.684521,16.6666667,0.107125934,0.204825064,0.0306305915,0.0223487657,32,24,-1.06138256e-07,0.000551889881,7.32262146e-05,-1,0.0001,24,0.0013659709,0.00038552683,1.3659709,0.38552683
4380,6.776,control,0.001,50,-3.48444068e-10,0,3.48444068e-10,3.50703546e-10,0,0.193076131,0.0977792976,8.3775281,8.33333333,0.530337228,0.000966847556,0.000220348178,-0.11,-0.11,-3.48427093e-10,0.0500000003,0.0500000007,16.7998153,6.2721709,0.712146912,0.380895751,16.684424,16.6666667,0.106544045,0.204821832,0.0306287124,0.0223595281,32,24,-7.91175063e-08,0.000552133212,7.32516369e-05,-1,0.0001,24,0.00136652054,0.000398470178,1.36652054,0.398470178
4400,6.796,control,0.001,50,-5.00947539e-10,0,5.00947539e-10,5.02585522e-10,0,0.192937203,0.09780208,8.37813939,8.33333333,0.53767272,0.0009677677,0.000220778439,-0.109999999,-0.11,-5.00932032e-10,0.0500000005,0.050000001,16.7952532,6.26664796,0.70753498,0.378774324,16.6842381,16.6666667,0.105428576,0.204828434,0.030581826,0.0224104532,32,24,-8.17561369e-08,0.00055273711,7.33219694e-05,-1,0.0001,24,0.00137149868,0.000394886889,1.37149868,0.394886889
4420,6.816,control,0.001,50,-6.02459362e-10,0,6.02459362e-10,6.03853011e-10,0,0.192814197,0.0978435046,8.37842429,8.33333333,0.541091444,0.000968124873,0.000220964661,-0.109999999,-0.11,-6.02446149e-10,0.0500000006,0.0500000012,16.7905943,6.25557129,0.698406019,0.374235797,16.681127,16.6666667,0.0867622276,0.204839916,0.0304937653,0.0225021437,32,24,-8.14140986e-08,0.000553223519,7.33623448e-05,-1,0.0001,24,0.00137501424,0.000393690964,1.37501424,0.393690964
4440,6.836,control,0.001,50,-6.6927052e-10,0,6.6927052e-10,6.70538166e-10,0,0.192752164,0.0979157629,8.37845054,8.33333333,0.541406463,0.000967956926,0.000220898905,-0.109999999,-0.11,-6.69259398e-10,0.0500000007,0.0500000013,16.7855921,6.23922477,0.684998396,0.367357384,16.6771523,16.6666667,0.0629135135,0.204853764,0.0303683486,0.0226328177,32,24,-8.67700297e-08,0.00055362281,7.33392779e-05,-1,0.0001,24,0.00138754334,0.000393803316,1.38754334,0.393803316
4460,6.856,control,0.001,50,-6.87922587e-10,0,6.87922587e-10,6.89147706e-10,0,0.192742459,0.098036686,8.37826065,8.33333333,0.539127789,0.000967484487,0.000220636,-0.109999999,-0.11,-6.87913213e-10,0.0500000007,0.0500000014,16.7802823,6.21797075,0.667369799,0.358147032,16.6735436,16.6666667,0.0412613726,0.204869301,0.0302075859,0.0228000289,32,24,-9.56729015e-08,0.000554012893,7.32505325e-05,-1,0.0001,24,0.0014012718,0.000392292983,1.4012718,0.392292983
4480,6.876,control,0.001,50,-6.59441732e-10,0,6.59441732e-10,6.60689055e-10,0,0.192794763,0.0982163029,8.37787637,8.33333333,0.53451642,0.000966882393,0.00022023298,-0.109999999,-0.11,-6.59433702e-10,0.0500000007,0.0500000013,16.7747019,6.19220518,0.645553595,0.346606644,16.6707641,16.6666667,0.0245844538,0.204886581,0.0300128872,0.0230007198,32,24,-1.11492933e-07,0.000554373927,7.30975785e-05,-1,0.0001,24,0.00141414207,0.000393292964,1.41414207,0.393292964
4500,6.896,control,0.001,50,-6.07563141e-10,0,6.07563141e-10,6.08870648e-10,0,0.1929288,0.0984546317,8.37736127,8.33333333,0.528335237,0.000966343845,0.000219776837,-0.109999999,-0.11,-6.07555756e-10,0.0500000006,0.0500000012,16.7686835,6.16236462,0.619673337,0.332742068,16.6692704,16.6666667,0.0156225261,0.204906526,0.0297835847,0.0232325916,32,24,-1.8124508e-07,0.000554874316,7.29413466e-05,-1,0.0001,24,0.00142718516,0.00039744906,1.42718516,0.39744906
4520,6.916,control,0.001,50,-5.6769944e-10,0,5.6769944e-10,5.69052613e-10,0,0.193284813,0.0987550191,8.37676099,8.33333333,0.521131855,0.000966253236,0.000219448637,-0.109999999,-0.11,-5.67692005e-10,0.0500000006,0.0500000011,16.7623064,6.12907024,0.589975461,0.316685424,16.6696272,16.6666667,0.0177630413,0.204931463,0.0295190242,0.0234914228,32,24,-2.10154518e-07,0.000555596772,7.27945316e-05,-1,0.0001,24,0.00143633989,0.000400875952,1.43633989,0.400875952
4540,6.936,control,0.001,50,-5.41302944e-10,0,5.41302944e-10,5.42679439e-10,0,0.193661667,0.0991010296,8.37605006,8.33333333,0.512600701,0.000966505842,0.0002192383,-0.109999999,-0.11,-5.41295453e-10,0.0500000005,0.0500000011,16.771657,6.09272315,0.556974051,0.298730685,16.6705779,16.6666667,0.023467363,0.204962291,0.0292196311,0.0237731835,32,24,-2.33210838e-07,0.000556422989,7.2646578e-05,-1,0.0001,24,0.0014466202,0.000404682891,1.4466202,0.404682891
4560,6.956,control,0.001,50,-5.26847703e-10,0,5.26847703e-10,5.28223436e-10,0,0.19406156,0.0994818835,8.37523299,8.33333333,0.502795899,0.000966898537,0.000219079068,-0.109999999,-0.11,-5.26840169e-10,0.0500000005,0.0500000011,16.8030957,6.05372129,0.521181487,0.279199402,16.6715355,16.6666667,0.0292127653,0.204998974,0.0288866279,0.0240742183,32,24,-2.61571607e-07,0.000557368986,7.25046587e-05,-1,0.0001,24,0.00145531127,0.000407630458,1.45531127,0.407630458
4580,6.976,control,0.001,50,-5.17716582e-10,0,5.17716582e-10,5.19074778e-10,0,0.19448366,0.0999006708,8.37435423,8.33333333,0.492250819,0.000967432174,0.000218960769,-0.109999999,-0.11,-5.17708515e-10,0.0500000005,0.050000001,16.8372422,6.01258642,0.48285901,0.258248503,16.673052,16.6666667,0.0383119182,0.205042621,0.0285198898,0.0243910439,32,24,-2.87217566e-07,0.000558655806,7.24359328e-05,-1,0.0001,24,0.00146063211,0.000411309796,1.46063211,0.411309796
4600,6.996,control,0.001,50,-5.10735738e-10,0,5.10735738e-10,5.12070423e-10,0,0.194923091,0.100341923,8.37339303,8.33333333,0.480716319,0.00096795807,0.000218844245,-0.109999999,-0.11,-5.10727419e-10,0.0500000005,0.050000001,16.8748235,5.96971582,0.44265529,0.236209564,16.6744081,16.6666667,0.0464487123,0.205093424,0.0281203789,0.0247199797,32,24,-3.05514374e-07,0.000560273679,7.2440409e-05,-1,0.0001,24,0.00146339687,0.000414774064,1.46339687,0.414774064
