step,time,phase,dt,translation_step_um,t1_base_x,t1_ctrl_x,t1_lag_x,t1_base_trans_delta_m,t1_base_rot_delta_rad,t1_strain_err_max,t1_strain_err_mean,t1_kappa_mean_curved_1pm,t1_kappa_rest_mean_curved_1pm,t1_kappa_rel_error,t1_frame_delta_max_m,t1_frame_delta_mean_m,t2_base_x,t2_ctrl_x,t2_lag_x,t2_advance_m,estimated_protrusion_m,t2_strain_err_max_all,t2_strain_err_mean_all,t2_strain_err_max_protruded,t2_strain_err_mean_protruded,t2_kappa_mean_protruded_curved_1pm,t2_kappa_rest_mean_protruded_curved_1pm,t2_kappa_rel_err_exposed_curved,t2_tip_x,t2_tip_y,t2_tip_z,contact_pairs,active_like_pairs,min_gap,max_gap,mean_gap,gap_sign,activation_tolerance,active_impulse_pairs,normal_impulse_sum,normal_impulse_max,normal_force_sum_N,normal_force_max_N
5680,8.076,control,0.001,50,-3.41698817e-10,0,3.41698817e-10,3.43547892e-10,0,0.196771736,0.105119232,8.35020165,8.33333333,0.202419798,0.000970461312,0.000216002034,-0.11,-0.11,-3.41698628e-10,0.0500000003,0.0500000007,16.9179531,5.53784834,0.0691813961,0.0357166404,16.6633799,16.6666667,0.019720568,0.206291216,0.0221557358,0.0279000878,32,24,-1.02001785e-07,0.000584453394,7.59591414e-05,-1,0.0001,24,0.00153712365,0.000467939647,1.53712365,0.467939647
5700,8.096,control,0.001,50,-3.85902078e-10,0,3.85902078e-10,3.87580779e-10,0,0.196570624,0.104938311,8.3509658,8.33333333,0.211589609,0.000970696546,0.000216239125,-0.11,-0.11,-3.85901713e-10,0.0500000004,0.0500000008,16.9045061,5.55108034,0.0841772352,0.0439686563,16.663226,16.6666667,0.0206439508,0.206263457,0.0223294272,0.0278223138,32,24,-7.45671063e-08,0.000584053489,7.58980367e-05,-1,0.0001,24,0.00160327082,0.000478628242,1.60327082,0.478628242
5720,8.116,control,0.001,50,-4.27792311e-10,0,4.27792311e-10,4.29342948e-10,0,0.196391743,0.104766402,8.35170438,8.33333333,0.220452536,0.000970895577,0.00021645132,-0.11,-0.11,-4.27791746e-10,0.0500000004,0.0500000009,16.8923157,5.56319774,0.0982903508,0.0516247582,16.663245,16.6666667,0.0205301898,0.206236938,0.0224894554,0.0277506285,32,24,-9.01538546e-08,0.000583610509,7.58239592e-05,-1,0.0001,24,0.0015597175,0.00047029765,1.5597175,0.47029765
5740,8.136,control,0.001,50,-4.62001392e-10,0,4.62001392e-10,4.63468793e-10,0,0.196229097,0.104610382,8.35239464,8.33333333,0.228735727,0.000971096255,0.000216646977,-0.11,-0.11,-4.62000591e-10,0.0500000005,0.0500000009,16.8805856,5.57420361,0.111311907,0.0586992372,16.6634904,16.6666667,0.0190578951,0.206211974,0.0226354634,0.0276852367,32,24,-7.03351486e-08,0.000583152645,7.5747249e-05,-1,0.0001,24,0.00152457825,0.00046353425,1.52457825,0.46353425
5760,8.156,control,0.001,50,-4.97049239e-10,0,4.97049239e-10,4.98443333e-10,0,0.196084124,0.104467411,8.35304195,8.33333333,0.236503368,0.00097129997,0.000216833663,-0.11,-0.11,-4.97048208e-10,0.0500000005,0.050000001,16.8701589,5.58403086,0.123292359,0.0651852577,16.66373,16.6666667,0.0176201693,0.206188674,0.0227667697,0.0276267166,32,24,-6.58538467e-08,0.000582682971,7.56705715e-05,-1,0.0001,24,0.00154872765,0.000468123875,1.54872765,0.468123875
5780,8.176,control,0.001,50,-5.29678857e-10,0,5.29678857e-10,5.31014999e-10,0,0.195961613,0.104344788,8.35363475,8.33333333,0.24361704,0.000971561107,0.000217026809,-0.109999999,-0.11,-5.29677566e-10,0.0500000005,0.0500000011,16.8612261,5.59270063,0.133971166,0.0710187056,16.6642268,16.6666667,0.0146391586,0.206167448,0.0228834459,0.027574923,32,24,-5.99538369e-08,0.000582236058,7.55855071e-05,-1,0.0001,24,0.0015545605,0.000467898436,1.5545605,0.467898436
5800,8.196,control,0.001,50,-5.57585074e-10,0,5.57585074e-10,5.58879696e-10,0,0.195865172,0.104240031,8.35417242,8.33333333,0.250069057,0.000971834851,0.000217211887,-0.109999999,-0.11,-5.57583577e-10,0.0500000006,0.0500000011,16.853636,5.60016793,0.143393861,0.0761813588,16.664703,16.6666667,0.0117820125,0.206148386,0.0229854819,0.027529916,32,24,-5.4493568e-08,0.000581779983,7.54891481e-05,-1,0.0001,24,0.00155457355,0.000467763678,1.55457355,0.467763678
5820,8.216,control,0.001,50,-5.76374552e-10,0,5.76374552e-10,5.7764676e-10,0,0.19578761,0.104151009,8.35465951,8.33333333,0.25591408,0.000972071924,0.000217367893,-0.109999999,-0.11,-5.76372838e-10,0.0500000006,0.0500000012,16.847047,5.60639674,0.151519048,0.0806240778,16.6651161,16.6666667,0.00930340413,0.206131619,0.0230723843,0.0274919878,32,24,-5.16613097e-08,0.000581298048,7.53888657e-05,-1,0.0001,24,0.00155903001,0.000467802821,1.55903001,0.467802821
5840,8.236,control,0.001,50,-5.84821962e-10,0,5.84821962e-10,5.86089492e-10,0,0.195727135,0.104075129,8.35510072,8.33333333,0.261208679,0.000972232394,0.000217478217,-0.109999999,-0.11,-5.84820081e-10,0.0500000006,0.0500000012,16.8417012,5.61134919,0.158341453,0.0843256567,16.6654621,16.6666667,0.0072275956,0.206117224,0.0231435298,0.027461562,32,24,-6.22041539e-08,0.000580854781,7.5293164e-05,-1,0.0001,24,0.00154290487,0.000464952541,1.54290487,0.464952541
5860,8.256,control,0.001,50,-5.80309035e-10,0,5.80309035e-10,5.81591902e-10,0,0.195686577,0.104013299,8.35549073,8.33333333,0.26588877,0.000972311617,0.000217537201,-0.109999999,-0.11,-5.80306997e-10,0.0500000006,0.0500000012,16.8367553,5.61502885,0.163851286,0.0872938141,16.665793,16.6666667,0.00524181737,0.206105351,0.0231985464,0.0274388275,32,24,-3.06686253e-08,0.000580429988,7.52164479e-05,-1,0.0001,24,0.00157736007,0.000471525244,1.57736007,0.471525244
5880,8.276,control,0.001,50,-5.59965704e-10,0,5.59965704e-10,5.61290699e-10,0,0.19567749,0.103966271,8.35583123,8.33333333,0.269974797,0.000972288415,0.000217534627,-0.109999999,-0.11,-5.59963478e-10,0.0500000006,0.0500000011,16.8342375,5.61743775,0.168068958,0.0895556628,16.6661277,16.6666667,0.00323374748,0.206096012,0.02323755,0.0274238333,32,24,-2.62963443e-08,0.000580106593,7.51547413e-05,-1,0.0001,24,0.00158261393,0.000472751804,1.58261393,0.472751804
5900,8.296,control,0.001,50,-5.33059143e-10,0,5.33059143e-10,5.34441806e-10,0,0.195678337,0.103928278,8.35611269,8.33333333,0.273352322,0.000972161496,0.000217482614,-0.109999999,-0.11,-5.33056835e-10,0.0500000005,0.0500000011,16.8329262,5.6185681,0.171063044,0.0911312175,16.6662596,16.6666667,0.0024425175,0.206089122,0.0232604804,0.0274167518,32,24,-6.9737821e-08,0.00057984426,7.51035179e-05,-1,0.0001,24,0.00153956311,0.000463360173,1.53956311,0.463360173
5920,8.316,control,0.001,50,-5.01407968e-10,0,5.01407968e-10,5.02863944e-10,0,0.195689281,0.103903887,8.3563342,8.33333333,0.276010378,0.000971983451,0.000217398536,-0.109999999,-0.11,-5.0140557e-10,0.0500000005,0.050000001,16.8324569,5.61848007,0.172778644,0.0920370136,16.6664071,16.6666667,0.00155729223,0.206084663,0.0232678279,0.0274173871,32,24,-6.32513078e-08,0.000579672689,7.50748302e-05,-1,0.0001,24,0.00154991218,0.00046573199,1.54991218,0.46573199
5940,8.336,control,0.001,50,-5.18604465e-10,0,5.18604465e-10,5.20021106e-10,0,0.195662464,0.103881291,8.35650948,8.33333333,0.278113758,0.000971960385,0.000217408224,-0.109999999,-0.11,-5.18601814e-10,0.0500000005,0.050000001,16.8329475,5.61727132,0.173135316,0.0922894551,16.6669812,16.6666667,0.00188747152,0.206082707,0.0232605822,0.0274252547,32,24,-3.33434549e-08,0.000579626796,7.50780564e-05,-1,0.0001,24,0.00156151081,0.00047829636,1.56151081,0.47829636
5960,8.356,control,0.001,50,-6.55271013e-10,0,6.55271013e-10,6.56447553e-10,0,0.195491136,0.103838531,8.3566689,8.33333333,0.280026758,0.000972723331,0.000217858506,-0.109999999,-0.11,-6.55268076e-10,0.0500000007,0.0500000013,16.835674,5.6151698,0.171810502,0.0917897417,16.6682764,16.6666667,0.00965864654,0.20608485,0.0232407255,0.0274375387,32,24,-5.45921345e-08,0.000579931656,7.51552926e-05,-1,0.0001,24,0.0015632906,0.000477118907,1.5632906,0.477118907
5980,8.376,control,0.001,50,-7.5864723e-10,0,7.5864723e-10,7.5969998e-10,0,0.195344038,0.103812552,8.35672696,8.33333333,0.280723498,0.000973308566,0.000218217811,-0.109999999,-0.11,-7.58644481e-10,0.0500000008,0.0500000015,16.8387572,5.61188519,0.169084686,0.0904348374,16.6682266,16.6666667,0.0093596283,0.206089389,0.023208969,0.0274551687,32,24,-6.04436398e-08,0.000580252034,7.52375885e-05,-1,0.0001,24,0.00151915922,0.000466681248,1.51915922,0.466681248
6000,8.396,control,0.001,50,-8.42056177e-10,0,8.42056177e-10,8.43030713e-10,0,0.195218152,0.103800957,8.35668573,8.33333333,0.280228817,0.000973599143,0.000218435804,-0.109999999,-0.11,-8.42053788e-10,0.0500000008,0.0500000017,16.8423809,5.60746473,0.165073505,0.0883019205,16.6674058,16.6666667,0.00443471861,0.206095089,0.0231667205,0.0274784877,32,24,-3.52174977e-08,0.00058052789,7.53151493e-05,-1,0.0001,24,0.0015805217,0.000481848961,1.5805217,0.481848961
6020,8.416,control,0.001,50,-9.14689585e-10,0,9.14689585e-10,9.15606962e-10,0,0.195131015,0.103804606,8.35656656,8.33333333,0.278798693,0.000973708807,0.00021856006,-0.109999999,-0.11,-9.14687603e-10,0.0500000009,0.0500000018,16.846605,5.60199732,0.159880535,0.0854795095,16.6664124,16.6666667,0.00152562534,0.206101395,0.0231150262,0.0275074664,32,24,-5.86079651e-08,0.000580849761,7.53773208e-05,-1,0.0001,24,0.00155901792,0.000474517948,1.55901792,0.474517948
6040,8.436,control,0.001,50,-9.72877385e-10,0,9.72877385e-10,9.73754882e-10,0,0.19505988,0.103827748,8.35637569,8.33333333,0.276508328,0.000973731671,0.000218622287,-0.109999999,-0.11,-9.72875711e-10,0.050000001,0.0500000019,16.8512419,5.59558472,0.153593433,0.0820373523,16.665534,16.6666667,0.00679583989,0.206108078,0.0230547714,0.0275417783,32,24,-5.68220297e-08,0.00058114701,7.54299385e-05,-1,0.0001,24,0.00155296768,0.000473138531,1.55296768,0.473138531
6060,8.456,control,0.001,50,-1.01885479e-09,0,1.01885479e-09,1.0197032e-09,0,0.195023369,0.103874741,8.35613434,8.33333333,0.273612031,0.000973768777,0.000218658073,-0.109999999,-0.11,-1.01885328e-09,0.050000001,0.050000002,16.8566227,5.58834744,0.146257508,0.0780225169,16.6650375,16.6666667,0.00977491125,0.206115351,0.022986595,0.0275807129,32,24,-5.65845716e-08,0.00058144688,7.54729284e-05,-1,0.0001,24,0.00156307487,0.000475862952,1.56307487,0.475862952
6080,8.476,control,0.001,50,-1.05400609e-09,0,1.05400609e-09,1.05483302e-09,0,0.195016668,0.103939563,8.35582872,8.33333333,0.269944637,0.000973794755,0.000218665207,-0.109999999,-0.11,-1.0540048e-09,0.0500000011,0.0500000021,16.8622151,5.58034482,0.138032738,0.0734976194,16.6645754,16.6666667,0.0125477901,0.206123065,0.0229112284,0.0276238035,32,24,-5.45465124e-08,0.000581733352,7.55128351e-05,-1,0.0001,24,0.00157170208,0.000476669956,1.57170208,0.476669956
6100,8.496,control,0.001,50,-1.08198088e-09,0,1.08198088e-09,1.082791e-09,0,0.195035939,0.104019785,8.35546335,8.33333333,0.265560204,0.000973815661,0.000218653235,-0.109999999,-0.11,-1.08197978e-09,0.0500000011,0.0500000022,16.8683576,5.57166475,0.128929462,0.0684915707,16.6642034,16.6666667,0.0147796086,0.206131038,0.0228297267,0.0276704895,32,24,-6.08372093e-08,0.000582029756,7.554605e-05,-1,0.0001,24,0.0015707968,0.000475931261,1.5707968,0.475931261
6120,8.516,control,0.001,50,-1.10481667e-09,0,1.10481667e-09,1.10561297e-09,0,0.195066281,0.104114696,8.35504626,8.33333333,0.260555161,0.000973845836,0.000218629477,-0.109999999,-0.11,-1.10481573e-09,0.0500000011,0.0500000022,16.8754156,5.56240677,0.119042594,0.0630453675,16.6639483,16.6666667,0.0163100461,0.206139227,0.0227430031,0.0277201336,32,24,-6.06129036e-08,0.000582313648,7.55756123e-05,-1,0.0001,24,0.00157673753,0.000476534025,1.57673753,0.476534025
6140,8.536,control,0.001,50,-1.12586134e-09,0,1.12586134e-09,1.12664504e-09,0,0.195110325,0.104221834,8.35458405,8.33333333,0.2550086,0.000973897251,0.000218603556,-0.109999999,-0.11,-1.12586053e-09,0.0500000011,0.0500000023,16.8830033,5.55266899,0.108498226,0.0572173298,16.6637983,16.6666667,0.0172099167,0.206147586,0.022651932,0.0277721299,32,24,-6.29759882e-08,0.000582602421,7.56037774e-05,-1,0.0001,24,0.00158041239,0.000476783663,1.58041239,0.476783663
6160,8.556,control,0.001,50,-1.14715373e-09,0,1.14715373e-09,1.14792504e-09,0,0.195162867,0.104339114,8.35408126,8.33333333,0.248975087,0.000973977518,0.000218581876,-0.109999999,-0.11,-1.14715301e-09,0.0500000011,0.0500000023,16.8906666,5.5425529,0.0974256729,0.0510686798,16.6637237,16.6666667,0.0176579509,0.206156074,0.0225573797,0.0278258894,32,24,-6.2886435e-08,0.000582896338,7.5635557e-05,-1,0.0001,24,0.00157344661,0.000472662066,1.57344661,0.472662066
6180,8.576,control,0.001,50,-1.16930749e-09,0,1.16930749e-09,1.17006651e-09,0,0.195218234,0.104465342,8.3535447,8.33333333,0.242536347,0.000974091333,0.000218568122,-0.109999999,-0.11,-1.1693069e-09,0.0500000012,0.0500000023,16.8983208,5.53216637,0.0859564105,0.0446680702,16.6637331,16.6666667,0.0176015156,0.206164662,0.0224602868,0.0278807837,32,24,-6.47359444e-08,0.000583195622,7.56642172e-05,-1,0.0001,24,0.00158742103,0.000478807327,1.58742103,0.478807327
