step,time,phase,dt,translation_step_um,t1_base_x,t1_ctrl_x,t1_lag_x,t1_base_trans_delta_m,t1_base_rot_delta_rad,t1_strain_err_max,t1_strain_err_mean,t1_kappa_mean_curved_1pm,t1_kappa_rest_mean_curved_1pm,t1_kappa_rel_error,t1_frame_delta_max_m,t1_frame_delta_mean_m,t2_base_x,t2_ctrl_x,t2_lag_x,t2_advance_m,estimated_protrusion_m,t2_strain_err_max_all,t2_strain_err_mean_all,t2_strain_err_max_exposed,t2_strain_err_mean_exposed,t2_kappa_mean_exposed_curved_1pm,t2_kappa_rest_mean_exposed_curved_1pm,t2_kappa_rel_err_exposed_curved,t2_tip_x,t2_tip_y,t2_tip_z,contact_pairs,active_like_pairs,min_gap,max_gap,mean_gap,gap_sign,activation_tolerance,active_lambda_pairs,normal_lambda_sum,normal_lambda_max,normal_force_sum_N,normal_force_max_N
1180,0.118,control,0.0001,50,6.05874593e-10,0,-6.05874593e-10,6.07887987e-10,0,0.190042902,0.132195919,8.39682407,8.33333333,0.761888886,0.00184847603,0.000556657087,-0.151700001,-0.1517,6.13765899e-10,0.00829999939,0.00829999878,16.6872276,6.29002914,0.99859458,0.99859458,15.6680721,16.6666667,5.99156748,0.176781252,0.0097241732,-0,30,20,-1.26649019e-06,0.00080438284,0.000155061045,-1,0.0001,20,1.21792882,0.313349129,1.21792882,0.313349129
1200,0.12,control,0.0001,50,7.28135753e-10,0,-7.28135753e-10,7.29391528e-10,0,0.189514948,0.130664334,8.3962238,8.33333333,0.754685574,0.00181846276,0.000545010217,-0.150700001,-0.1507,7.36003147e-10,0.00929999926,0.00929999854,16.7210803,6.22512904,0.717607338,0.717607338,15.9490593,16.6666667,4.30564403,0.17763939,0.0102398608,-0,30,20,-7.7154357e-06,0.000846237415,0.000151896351,-1,0.0001,20,1.18545842,0.299943774,1.18545842,0.299943774
1220,0.122,control,0.0001,50,6.77926846e-10,0,-6.77926846e-10,6.78799043e-10,0,0.188920893,0.129379062,8.39589167,8.33333333,0.750700081,0.00179042871,0.000534187859,-0.149700001,-0.1497,6.85811019e-10,0.0102999993,0.0102999986,16.6926573,6.15995211,0.439802814,0.439802814,16.2268639,16.6666667,2.63881688,0.178487848,0.0107928458,-0,30,21,-4.01901946e-06,0.000855741572,0.000149671133,-1,0.0001,21,1.18156023,0.300036565,1.18156023,0.300036565
1240,0.124,control,0.0001,50,6.63020804e-10,0,-6.63020804e-10,6.63646588e-10,0,0.188426004,0.128155041,8.39560314,8.33333333,0.747237715,0.00176157454,0.000522527963,-0.148700001,-0.1487,6.70894451e-10,0.0112999993,0.0112999987,16.691178,6.10240261,0.174183081,0.174183081,16.4924836,16.6666667,1.04509848,0.179321435,0.0113697215,-0,30,20,-3.78387047e-06,0.000819415994,0.000148701616,-1,0.0001,20,1.17314196,0.295301924,1.17314196,0.295301924
1260,0.126,control,0.0001,50,5.43369623e-10,0,-5.43369623e-10,5.52697174e-10,0,0.189903243,0.128021476,8.39641841,8.33333333,0.757020915,0.00175649338,0.000519114385,-0.147700001,-0.1477,5.51247992e-10,0.0122999994,0.0122999989,16.6869011,6.05469258,0.12936154,0.12936154,16.5373051,16.6666667,0.776169243,0.180189487,0.0118062358,-0,30,20,-2.88951157e-05,0.000822522723,0.000145056946,-1,0.0001,20,1.18665315,0.295940752,1.18665315,0.295940752
1280,0.128,control,0.0001,50,5.17897045e-10,0,-5.17897045e-10,5.2427481e-10,0,0.190899871,0.127179099,8.396527,8.33333333,0.758324043,0.00173468584,0.000509550613,-0.146700001,-0.1467,5.25782418e-10,0.0132999995,0.013299999,16.7311837,6.01169839,0.133176955,0.133176955,16.5334897,16.6666667,0.799061733,0.18105426,0.0122422057,-0,30,21,-1.89060404e-05,0.000822211399,0.000145783548,-1,0.0001,21,1.18657198,0.296668914,1.18657198,0.296668914
1300,0.13,control,0.0001,50,6.0957989e-10,0,-6.0957989e-10,6.13628486e-10,0,0.189605303,0.12586534,8.39639306,8.33333333,0.756716724,0.00170581898,0.000497827452,-0.145700001,-0.1457,6.17458612e-10,0.0142999994,0.0142999988,16.6927241,5.96749905,0.14234731,0.14234731,16.5243194,16.6666667,0.854083862,0.181906806,0.0127009285,-0,30,21,-1.25045196e-05,0.000800265911,0.00014751478,-1,0.0001,21,1.18183408,0.295703047,1.18183408,0.295703047
1320,0.132,control,0.0001,50,1.70518835e-09,0,-1.70518835e-09,1.70546246e-09,0,0.190097876,0.124504708,8.39591114,8.33333333,0.750933728,0.00167320398,0.000484237297,-0.144700002,-0.1447,1.71307607e-09,0.0152999983,0.0152999966,16.7170231,5.91944158,0.153261086,0.153261086,16.5134056,16.6666667,0.919566514,0.182741675,0.01319208,-0,30,21,-3.08001322e-06,0.000732917574,0.000146566187,-1,0.0001,21,1.18251143,0.300737867,1.18251143,0.300737867
1340,0.134,control,0.0001,50,5.05360325e-10,0,-5.05360325e-10,5.06680895e-10,0,0.189939077,0.123342041,8.39605097,8.33333333,0.752611682,0.00164264962,0.000472015872,-0.143700001,-0.1437,5.13241505e-10,0.0162999995,0.016299999,16.7366163,5.87095738,1.86786035,1.00711109,15.6595556,16.6666667,6.04266656,0.18356706,0.0137149872,-0,30,20,-1.92125275e-06,0.000682477352,0.000149203093,-1,0.0001,20,1.17833969,0.286908249,1.17833969,0.286908249
1360,0.136,control,0.0001,50,5.06327702e-10,0,-5.06327702e-10,5.07602061e-10,0,0.189950007,0.122130725,8.39627632,8.33333333,0.755315837,0.00161438612,0.000460815294,-0.142700001,-0.1427,5.14205567e-10,0.0172999995,0.017299999,16.7544493,5.82417568,1.60793248,0.878617218,15.7880494,16.6666667,5.27170331,0.184388978,0.0142593515,-0,30,20,-1.91291623e-06,0.00071184759,0.000150529972,-1,0.0001,20,1.17855613,0.287661188,1.17855613,0.287661188
1380,0.138,control,0.0001,50,5.05344575e-10,0,-5.05344575e-10,5.06589254e-10,0,0.189668701,0.120713785,8.39623882,8.33333333,0.754865787,0.00158406781,0.00044909549,-0.141700001,-0.1417,5.13218218e-10,0.0182999995,0.018299999,16.7577898,5.77527925,1.35440407,0.756722368,15.9099443,16.6666667,4.54033421,0.185192104,0.0148396627,-0,30,21,-2.02738183e-06,0.000754238945,0.000147786115,-1,0.0001,21,1.17750588,0.287382638,1.17750588,0.287382638
1400,0.14,control,0.0001,50,5.06740962e-10,0,-5.06740962e-10,5.07960022e-10,0,0.189908704,0.119215009,8.39630282,8.33333333,0.755633887,0.00155246008,0.000436996894,-0.140700001,-0.1407,5.14612464e-10,0.0192999995,0.019299999,16.8009354,5.72354929,1.09254491,0.627601159,16.0390655,16.6666667,3.76560695,0.185977277,0.0154571615,-0,30,21,-1.34777576e-06,0.000817632303,0.000148626641,-1,0.0001,21,1.17812695,0.28753263,1.17812695,0.28753263
1420,0.142,control,0.0001,50,-6.56688499e-10,0,6.56688499e-10,6.58177889e-10,0,0.189221198,0.119160677,8.39724186,8.33333333,0.766902351,0.00154519155,0.0004332367,-0.139999999,-0.14,-6.56708826e-10,0.0200000007,0.0200000013,16.7609569,5.67060519,0.788482309,0.45141161,16.2152551,16.6666667,2.70846966,0.18646448,0.0160056488,-0,30,21,-2.16112872e-06,0.000835041707,0.000147134254,-1,0.0001,21,1.18362561,0.296368009,1.18362561,0.296368009
1440,0.144,control,0.0001,50,-9.76962355e-10,0,9.76962355e-10,9.78095848e-10,0,0.192982551,0.122302691,8.39946585,8.33333333,0.793590149,0.00160026388,0.000452601017,-0.139999999,-0.14,-9.76962761e-10,0.020000001,0.020000002,16.761775,5.65573978,0.631280704,0.321475889,16.3451908,16.6666667,1.92885534,0.186422243,0.0161156987,-0,30,21,-2.73758395e-06,0.00084172135,0.00014634613,-1,0.0001,21,1.1888029,0.305532818,1.1888029,0.305532818
1460,0.146,control,0.0001,50,-1.03926726e-09,0,1.03926726e-09,1.04034793e-09,0,0.194463605,0.123561976,8.39999098,8.33333333,0.799891807,0.001622151,0.000460589867,-0.139999999,-0.14,-1.03926354e-09,0.020000001,0.0200000021,16.7605049,5.65390194,0.614143549,0.307713389,16.3602365,16.6666667,1.83858096,0.186416185,0.0161454607,-0,30,21,-2.6863935e-06,0.0008416823,0.000146400946,-1,0.0001,21,1.18901953,0.306888411,1.18901953,0.306888411
1480,0.148,control,0.0001,50,-1.05838108e-09,0,1.05838108e-09,1.05942868e-09,0,0.194889699,0.123947515,8.40013192,8.33333333,0.801583079,0.00162899151,0.00046310074,-0.139999999,-0.14,-1.05837586e-09,0.0200000011,0.0200000021,16.7592687,5.65376079,0.612022698,0.30758902,16.362233,16.6666667,1.82660207,0.18641508,0.01615363,-0,30,21,-2.57029549e-06,0.000841925361,0.000146505766,-1,0.0001,21,1.18915916,0.307205043,1.18915916,0.307205043
1500,0.15,control,0.0001,50,-1.06230948e-09,0,1.06230948e-09,1.06335606e-09,0,0.195025589,0.124057599,8.40016883,8.33333333,0.80202591,0.00163096914,0.000463831139,-0.139999999,-0.14,-1.06230402e-09,0.0200000011,0.0200000021,16.7591831,5.65370983,0.611722905,0.307588543,16.3625323,16.6666667,1.82480617,0.186414796,0.0161559299,-0,30,21,-2.57004058e-06,0.000841992487,0.000146515718,-1,0.0001,21,1.18911061,0.307263871,1.18911061,0.307263871
1520,0.152,control,0.0001,50,-1.0635373e-09,0,1.0635373e-09,1.06458371e-09,0,0.19506415,0.124088907,8.40017931,8.33333333,0.802151724,0.00163153264,0.000464039519,-0.139999999,-0.14,-1.06353179e-09,0.0200000011,0.0200000021,16.7591586,5.65369498,0.611644366,0.307590195,16.3626125,16.6666667,1.82432502,0.186414717,0.0161565822,-0,30,21,-2.56995307e-06,0.000842012777,0.000146518789,-1,0.0001,21,1.18909213,0.307280166,1.18909213,0.307280166
1540,0.154,control,0.0001,50,5.13229145e-10,0,-5.13229145e-10,5.14302946e-10,0,0.195445839,0.123347238,8.3983038,8.33333333,0.77964559,0.0016234671,0.000460980416,-0.139900001,-0.1399,5.21102578e-10,0.0200999995,0.020099999,16.7839615,5.65464827,0.653502619,0.339570804,16.3270959,16.6666667,2.03742483,0.186504515,0.0161898115,-0,30,21,-5.28058445e-06,0.000846956735,0.00014686444,-1,0.0001,21,1.17652948,0.292186633,1.17652948,0.292186633
1560,0.156,control,0.0001,50,8.17745028e-10,0,-8.17745028e-10,8.18408058e-10,0,0.190414696,0.117992081,8.39587347,8.33333333,0.750481613,0.00153135486,0.000428496868,-0.138900001,-0.1389,8.25613189e-10,0.0210999992,0.0210999984,16.7504223,5.61623066,0.609288458,0.385382849,16.2812838,16.6666667,2.31229709,0.187302353,0.016751723,-0,30,21,-2.13715106e-06,0.000844469729,0.00014604275,-1,0.0001,21,1.17202895,0.283897138,1.17202895,0.283897138
1580,0.158,control,0.0001,50,8.99827622e-10,0,-8.99827622e-10,9.00448326e-10,0,0.188210791,0.115027195,8.39464313,8.33333333,0.735717573,0.00147168213,0.000406668356,-0.137900001,-0.1379,9.07684844e-10,0.0220999991,0.0220999982,16.7414812,5.55986718,0.400316509,0.294787864,16.3718788,16.6666667,1.76872719,0.188027726,0.0174566033,-0,30,20,-2.94296103e-06,0.000819643565,0.000145777216,-1,0.0001,20,1.16358318,0.279139475,1.16358318,0.279139475
1600,0.16,control,0.0001,50,5.0235046e-10,0,-5.0235046e-10,5.03637991e-10,0,0.18900814,0.114797892,8.39560584,8.33333333,0.747270084,0.0014583923,0.000400269515,-0.136900001,-0.1369,5.10217674e-10,0.0230999995,0.023099999,16.7428007,5.50926698,0.271877116,0.205414566,16.4612521,16.6666667,1.2324874,0.18878427,0.0180469536,-0,30,20,-2.19526461e-06,0.000814117776,0.000144723439,-1,0.0001,20,1.17632349,0.285395539,1.17632349,0.285395539
1620,0.162,control,0.0001,50,5.02842817e-10,0,-5.02842817e-10,5.04150186e-10,0,0.189559679,0.114108508,8.39582773,8.33333333,0.749932781,0.00144097759,0.000393169311,-0.135900001,-0.1359,5.1070867e-10,0.0240999995,0.024099999,16.7428675,5.46685689,0.262591672,0.197787732,16.4688789,16.6666667,1.18672639,0.189559381,0.0186000439,-0,30,21,-2.26823819e-06,0.000815390409,0.000142595617,-1,0.0001,21,1.17759403,0.285864852,1.17759403,0.285864852
1640,0.164,control,0.0001,50,5.02369033e-10,0,-5.02369033e-10,5.03677868e-10,0,0.189750591,0.112931693,8.39567901,8.33333333,0.748148121,0.00141458302,0.000383161944,-0.134900001,-0.1349,5.10231746e-10,0.0250999995,0.025099999,16.7714848,5.42478268,0.273771869,0.206028462,16.4606382,16.6666667,1.23617077,0.190321922,0.0191698838,-0,30,21,-1.38748201e-06,0.000817643598,0.000144163903,-1,0.0001,21,1.17503167,0.284949008,1.17503167,0.284949008
1660,0.166,control,0.0001,50,4.97651044e-10,0,-4.97651044e-10,4.98974996e-10,0,0.188834574,0.11153653,8.39521901,8.33333333,0.742628084,0.00138574785,0.000372429932,-0.133900001,-0.1339,5.0550697e-10,0.0260999995,0.026099999,16.760256,5.379435,0.29055441,0.218546034,16.4481206,16.6666667,1.3112762,0.191062779,0.0197753208,-0,30,21,-2.84308503e-06,0.000754330902,0.000143169274,-1,0.0001,21,1.16905515,0.282593736,1.16905515,0.282593736
1680,0.168,control,0.0001,50,4.98562041e-10,0,-4.98562041e-10,4.99921933e-10,0,0.188510308,0.110242854,8.39523588,8.33333333,0.742830551,0.00135660457,0.000361455796,-0.132900001,-0.1329,5.06417158e-10,0.0270999995,0.027099999,16.7671561,5.33246135,1.9519915,0.795279266,15.8713874,16.6666667,4.7716756,0.191786571,0.0204154423,-0,30,21,-2.48669469e-06,0.000693799832,0.000145045937,-1,0.0001,21,1.17006412,0.283041459,1.17006412,0.283041459
1700,0.17,control,0.0001,50,5.00340634e-10,0,-5.00340634e-10,5.01709567e-10,0,0.188531025,0.109101507,8.39550682,8.33333333,0.746081819,0.00133025449,0.000351656291,-0.131900001,-0.1319,5.08191683e-10,0.0280999995,0.028099999,16.7760357,5.28674486,1.70638898,0.713310573,15.9533561,16.6666667,4.27986344,0.192507301,0.0210739207,-0,30,20,-2.57232898e-06,0.000715747098,0.000149031145,-1,0.0001,20,1.17283477,0.284119757,1.17283477,0.284119757
1720,0.172,control,0.0001,50,4.995596e-10,0,-4.995596e-10,5.00902031e-10,0,0.188295564,0.10780095,8.39550134,8.33333333,0.746016053,0.00130072828,0.000340885911,-0.130900001,-0.1309,5.07404591e-10,0.0290999995,0.029099999,16.7757707,5.2394371,1.47417944,0.64323242,16.0234342,16.6666667,3.85939452,0.193206807,0.0217657709,-0,30,20,-2.75064063e-06,0.000755262047,0.000147215902,-1,0.0001,20,1.17341217,0.283925127,1.17341217,0.283925127
1740,0.174,control,0.0001,50,-5.4361861e-10,0,5.4361861e-10,5.45466638e-10,0,0.187856313,0.10671287,8.39592295,8.33333333,0.751075409,0.00127573722,0.000331705427,-0.129999999,-0.13,-5.43669554e-10,0.0300000005,0.0300000011,16.77271,5.22253984,1.21981908,0.559319697,16.107347,16.6666667,3.35591817,0.19378486,0.0224717679,1.55498468e-07,30,21,-3.0925739e-06,0.000804591386,0.000145528518,-1,0.0001,21,1.17657002,0.29077311,1.17657002,0.29077311
1760,0.176,control,0.0001,50,-3.30144206e-10,0,3.30144206e-10,3.32746705e-10,0,0.192429047,0.109753083,8.39841838,8.33333333,0.781020524,0.00133626666,0.00035168845,-0.13,-0.13,-3.30157873e-10,0.0300000003,0.0300000007,16.7989687,5.38432191,0.946495892,0.361850353,16.3048167,16.6666667,2.17109959,0.193648976,0.0226998415,-2.38932283e-06,30,21,-2.57276033e-06,0.000780609786,0.000143529082,-1,0.0001,21,1.19539663,0.300633323,1.19539663,0.300633323
1780,0.178,control,0.0001,50,-6.06348022e-10,0,6.06348022e-10,6.0815115e-10,0,0.194625982,0.111638161,8.39915877,8.33333333,0.78990528,0.00137061393,0.00036400841,-0.129999999,-0.13,-6.06353523e-10,0.0300000006,0.0300000012,16.789657,5.57055418,0.873547556,0.306583476,16.360117,16.6666667,1.83929807,0.193605463,0.0227861071,4.37152568e-06,30,21,-2.8479935e-06,0.000772182956,0.000142504858,-1,0.0001,21,1.19948729,0.302870427,1.19948729,0.302870427
1800,0.18,control,0.0001,50,-5.1364281e-10,0,5.1364281e-10,5.15452512e-10,0,0.195474003,0.112485396,8.39941475,8.33333333,0.792976964,0.00138498357,0.000369084258,-0.129999999,-0.13,-5.13644488e-10,0.0300000005,0.030000001,16.7825127,5.76195144,0.849833203,0.288645785,16.3780895,16.6666667,1.73146321,0.193590401,0.0228182529,4.48636474e-06,30,21,-2.96426886e-06,0.000769288012,0.000142535634,-1,0.0001,21,1.19983721,0.303373733,1.19983721,0.303373733
1820,0.182,control,0.0001,50,-5.86542961e-10,0,5.86542961e-10,5.88360721e-10,0,0.195756719,0.112798292,8.39937942,8.33333333,0.792553081,0.00139088418,0.000371271245,-0.129999999,-0.13,-5.86545285e-10,0.0300000006,0.0300000012,16.7752355,5.95212598,0.844923942,0.284593018,16.3821601,16.6666667,1.70703929,0.19358439,0.0228308081,3.64378111e-06,30,21,-2.87263903e-06,0.000767058813,0.000142431053,-1,0.0001,21,1.19976818,0.302899697,1.19976818,0.302899697
1840,0.184,control,0.0001,50,-5.52364944e-10,0,5.52364944e-10,5.54269576e-10,0,0.195803466,0.112904022,8.39943363,8.33333333,0.79320359,0.00139258392,0.000371871924,-0.129999999,-0.13,-5.5236607e-10,0.0300000006,0.0300000011,16.7713459,6.13873904,0.840633991,0.282354333,16.3845397,16.6666667,1.69276162,0.193579568,0.0228381756,6.29419797e-06,30,21,-2.94776134e-06,0.000765028479,0.000142091035,-1,0.0001,21,1.20004327,0.303157641,1.20004327,0.303157641
1860,0.186,control,0.0001,50,-6.31925198e-10,0,6.31925198e-10,6.33473889e-10,0,0.195851142,0.112962398,8.39945275,8.33333333,0.793432999,0.00139344003,0.000372126279,-0.129999999,-0.13,-6.31925651e-10,0.0300000006,0.0300000013,16.7690235,6.3213545,0.837725471,0.281758335,16.386651,16.6666667,1.68009416,0.193577467,0.0228415629,9.95171472e-06,30,21,-3.02010293e-06,0.000764371523,0.000142151117,-1,0.0001,21,1.19909344,0.303214952,1.19909344,0.303214952
1880,0.188,control,0.0001,50,-1.72018157e-09,0,1.72018157e-09,1.72102678e-09,0,0.195302286,0.113710217,8.40222669,8.33333333,0.826720241,0.00140474554,0.000377226397,-0.129999998,-0.13,-1.72016898e-09,0.0300000017,0.0300000034,16.7726767,6.51020912,0.832854909,0.315837752,16.4270209,16.6666667,1.43787459,0.193616231,0.0228067442,2.06007702e-05,30,21,-2.88004918e-06,0.00079351532,0.000144960176,-1,0.0001,21,1.18477229,0.315264336,1.18477229,0.315264336
1900,0.19,control,0.0001,50,-6.41477668e-10,0,6.41477668e-10,6.42988443e-10,0,0.195801444,0.112885513,8.39944872,8.33333333,0.793384599,0.00139257683,0.00037193179,-0.129999999,-0.13,-6.41479703e-10,0.0300000006,0.0300000013,16.7744778,6.67498236,0.854974993,0.295903361,16.3744381,16.6666667,1.75337157,0.193589783,0.0228261921,2.98476074e-05,30,21,-3.18181011e-06,0.000768673025,0.00014234351,-1,0.0001,21,1.19877852,0.303095793,1.19877852,0.303095793
1920,0.192,control,0.0001,50,-4.68678424e-10,0,4.68678424e-10,4.70596927e-10,0,0.195844833,0.112908903,8.39947268,8.33333333,0.793672103,0.00139262238,0.000371861295,-0.13,-0.13,-4.68679595e-10,0.0300000005,0.0300000009,16.7774368,6.84384094,0.848652987,0.29552713,16.3807011,16.6666667,1.71579326,0.193587085,0.0228294199,4.86680006e-05,30,21,-3.12603256e-06,0.000768530645,0.000142315381,-1,0.0001,21,1.19941208,0.303282582,1.19941208,0.303282582
1940,0.194,control,0.0001,50,-4.83861358e-10,0,4.83861358e-10,4.86069308e-10,0,0.196023301,0.112893405,8.39943144,8.33333333,0.793177238,0.00139251655,0.000371884217,-0.13,-0.13,-4.83864143e-10,0.0300000005,0.030000001,16.7823724,7.00884198,0.850482435,0.301963738,16.379248,16.6666667,1.72451175,0.193583924,0.0228325994,8.4254407e-05,30,21,-3.07823477e-06,0.00076620662,0.000141669831,-1,0.0001,21,1.19860004,0.30306837,1.19860004,0.30306837
1960,0.196,control,0.0001,50,-1.4091716e-09,0,1.4091716e-09,1.41002501e-09,0,0.196216627,0.113603148,8.4025276,8.33333333,0.830331243,0.00140097588,0.000375710912,-0.129999999,-0.13,-1.40915377e-09,0.0300000014,0.0300000028,16.8392985,7.17940616,0.823876494,0.32071582,16.4319241,16.6666667,1.40845556,0.19361585,0.0228040014,0.000122067459,30,21,-2.06126718e-06,0.0007938237,0.000144540158,-1,0.0001,21,1.18454544,0.317063625,1.18454544,0.317063625
1980,0.198,control,0.0001,50,-4.23787498e-10,0,4.23787498e-10,4.2615553e-10,0,0.196452495,0.11287618,8.39965634,8.33333333,0.79587603,0.00139190125,0.000371841327,-0.13,-0.13,-4.23790641e-10,0.0300000004,0.0300000008,16.8414487,7.33376028,0.866980044,0.326148486,16.3723805,16.6666667,1.76571683,0.193603622,0.022808888,0.000213301638,30,21,-2.04579329e-06,0.000770960904,0.000141758378,-1,0.0001,21,1.19377689,0.303763188,1.19377689,0.303763188
2000,0.2,control,0.0001,50,-5.05710387e-10,0,5.05710387e-10,5.0748384e-10,0,0.19632556,0.112842598,8.39959645,8.33333333,0.795157358,0.00139097129,0.000371331677,-0.129999999,-0.13,-5.05711889e-10,0.0300000005,0.030000001,16.8372803,7.48983806,0.864255633,0.333436254,16.3791254,16.6666667,1.72524745,0.193598072,0.0228132001,0.000306632206,30,21,-2.41145278e-06,0.000768626334,0.000141399317,-1,0.0001,21,1.19489098,0.304032118,1.19489098,0.304032118
2020,0.202,control,0.0001,50,-4.30192176e-10,0,4.30192176e-10,4.3277559e-10,0,0.196817492,0.113044843,8.39948696,8.33333333,0.793843484,0.00139647877,0.000373691926,-0.13,-0.13,-4.30204317e-10,0.0300000004,0.0300000009,16.8580042,7.64591957,0.887836941,0.350377297,16.3791279,16.6666667,1.72523248,0.193614156,0.0227960287,0.000394839547,30,21,-2.3459152e-06,0.000778480836,0.000141937199,-1,0.0001,21,1.19048643,0.302680646,1.19048643,0.302680646
2040,0.204,control,0.0001,50,-2.23352275e-10,0,2.23352275e-10,2.26793242e-10,0,0.196263418,0.112887241,8.39960601,8.33333333,0.795272086,0.00139161906,0.000371612182,-0.13,-0.13,-2.23357305e-10,0.0300000002,0.0300000004,16.8505084,7.7940967,0.875554385,0.352727009,16.3814942,16.6666667,1.71103482,0.193601526,0.0228047498,0.00047254713,30,21,-2.57074121e-06,0.000769051007,0.000141700687,-1,0.0001,21,1.19263851,0.303417992,1.19263851,0.303417992
2060,0.206,control,0.0001,50,-6.63522015e-10,0,6.63522015e-10,6.65077359e-10,0,0.197109364,0.113117018,8.40084295,8.33333333,0.810115452,0.00139278689,0.000372083405,-0.129999999,-0.13,-6.63507554e-10,0.0300000007,0.0300000013,16.90956,7.94139765,0.86450326,0.35813033,16.3932735,16.6666667,1.64035926,0.193600022,0.0228041998,0.00057706872,30,21,-2.23396861e-06,0.000773266351,0.000141525841,-1,0.0001,21,1.19021027,0.311035264,1.19021027,0.311035264
2080,0.208,control,0.0001,50,-2.50625192e-10,0,2.50625192e-10,2.5388798e-10,0,0.197310883,0.112970978,8.39982189,8.33333333,0.797862643,0.00139160332,0.000371568442,-0.13,-0.13,-2.50622689e-10,0.0300000003,0.0300000005,16.9215319,8.0859226,0.876866493,0.370671227,16.3857099,16.6666667,1.68574085,0.193594543,0.0228052566,0.000697538723,30,21,-2.87204693e-06,0.000768729484,0.000141078188,-1,0.0001,21,1.19666729,0.305602377,1.19666729,0.305602377
2100,0.21,control,0.0001,50,-2.5075669e-10,0,2.5075669e-10,2.53571077e-10,0,0.197797278,0.113030612,8.39978983,8.33333333,0.797477966,0.00139208578,0.00037162868,-0.13,-0.13,-2.50752002e-10,0.0300000003,0.0300000005,16.9430541,8.22931452,0.883135975,0.381739467,16.387683,16.6666667,1.67390197,0.193593208,0.0228011557,0.000829008226,30,21,-1.98030028e-06,0.000766688594,0.00014144329,-1,0.0001,21,1.19903546,0.305939972,1.19903546,0.305939972
2120,0.212,control,0.0001,50,-5.36204861e-10,0,5.36204861e-10,5.38061237e-10,0,0.196214226,0.112972794,8.39927679,8.33333333,0.791321455,0.00139252282,0.000371962201,-0.129999999,-0.13,-5.36207162e-10,0.0300000005,0.0300000011,16.8851813,8.37056197,0.904205208,0.400492142,16.3806627,16.6666667,1.71602406,0.193590075,0.022795488,0.000971256528,30,21,-3.10181415e-06,0.000763679495,0.0001417534,-1,0.0001,21,1.19583497,0.303417784,1.19583497,0.303417784
2140,0.214,control,0.0001,50,-6.70499766e-10,0,6.70499766e-10,6.71981079e-10,0,0.196543939,0.113108333,8.39907009,8.33333333,0.788841023,0.00139728605,0.000374246467,-0.129999999,-0.13,-6.70511202e-10,0.0300000007,0.0300000013,16.9041334,8.51437222,0.956509951,0.425254319,16.3557709,16.6666667,1.86537436,0.19361808,0.0227573024,0.00111361353,30,21,-3.21872623e-06,0.000763759655,0.000141911498,-1,0.0001,21,1.19218207,0.301829155,1.19218207,0.301829155
2160,0.216,control,0.0001,50,-7.78928369e-10,0,7.78928369e-10,7.80297938e-10,0,0.196615513,0.113033429,8.39943719,8.33333333,0.793246293,0.00139170325,0.000371714694,-0.129999999,-0.13,-7.78930365e-10,0.0300000008,0.0300000016,16.9471089,8.64973786,0.928613366,0.426032771,16.3812353,16.6666667,1.71258831,0.193600826,0.0227606201,0.00129952077,30,21,-2.64357118e-06,0.000757399714,0.000141401819,-1,0.0001,21,1.19732583,0.304415221,1.19732583,0.304415221
2180,0.218,control,0.0001,50,-3.153039e-10,0,3.153039e-10,3.17885581e-10,0,0.196919697,0.113212313,8.3993653,8.33333333,0.792383606,0.00139278697,0.000371845021,-0.13,-0.13,-3.15300619e-10,0.0300000003,0.0300000006,16.9800223,8.78625147,0.934303486,0.438702358,16.3874372,16.6666667,1.67537704,0.193599915,0.0227469995,0.00149234741,30,21,-2.12528202e-06,0.00075370222,0.000141024392,-1,0.0001,21,1.20244541,0.304777505,1.20244541,0.304777505
2200,0.22,control,0.0001,50,-3.75860894e-10,0,3.75860894e-10,3.77790538e-10,0,0.196842192,0.113305962,8.39921925,8.33333333,0.790631001,0.00139330445,0.000372046427,-0.13,-0.13,-3.75859122e-10,0.0300000004,0.0300000008,16.9883869,8.92183108,0.951733869,0.455356686,16.3849258,16.6666667,1.69044501,0.193601125,0.0227265531,0.00169409802,30,21,-2.11634549e-06,0.000752637524,0.000139844003,-1,0.0001,21,1.20295843,0.30512542,1.20295843,0.30512542
2220,0.222,control,0.0001,50,-3.94277978e-10,0,3.94277978e-10,3.96257525e-10,0,0.195959705,0.113317084,8.39867343,8.33333333,0.784081116,0.00139381802,0.000372485372,-0.13,-0.13,-3.94281441e-10,0.0300000004,0.0300000008,16.9482118,9.0581368,0.997092738,0.479595526,16.3581257,16.6666667,1.85124573,0.193613742,0.0226899843,0.00188931562,30,21,-2.76972201e-06,0.000748733465,0.000138472741,-1,0.0001,21,1.20026069,0.302706544,1.20026069,0.302706544
2240,0.224,control,0.0001,50,-2.75978434e-10,0,2.75978434e-10,2.78895723e-10,0,0.195558671,0.113325791,8.39874663,8.33333333,0.784959617,0.00139108196,0.000371261169,-0.13,-0.13,-2.75978934e-10,0.0300000003,0.0300000006,16.9584695,9.18955674,0.982170524,0.481399965,16.3808575,16.6666667,1.71485518,0.193601825,0.0226764886,0.00210504979,30,21,-2.76953384e-06,0.000739163199,0.000136940757,-1,0.0001,21,1.20225205,0.303184039,1.20225205,0.303184039
