step,time_s,phase,wall_step_ms,outer_euler_residual_norm,inner_euler_residual_norm,euler_residual_norm_max,contact_current_error,contact_current_iterations,theta_beta_rad,theta_beta_deg,theta_tip_rad,theta_tip_deg,inner_interp_frame_0,inner_interp_frame_1,inner_interp_alpha,inner_to_outer_tip_distance_m,outer_tip_x_m,outer_tip_y_m,outer_tip_z_m,inner_pseudo_tip_x_m,inner_pseudo_tip_y_m,inner_pseudo_tip_z_m
649,3.044999999999953,control,37.16180007904768,0.0008338353129773638,0.0008338351027242758,0.0008338353129773638,8.389725262757052e-07,199.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275379754106616,0.16947711805430768,0.006961286550625045,-0.0,0.16881184266717514,0.007744384852364162,0.0
650,3.0459999999999527,control,27.471499983221292,0.0008324367869956554,0.0008324365791057502,0.0008324367869956554,8.391484871718538e-07,177.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275399718494447,0.169477113545269,0.006961301055895797,-0.0,0.16881182350104293,0.007744389525228617,0.0
651,3.0469999999999526,control,41.80060001090169,0.0008310571251046533,0.0008310569203204467,0.0008310571251046533,8.384138241863447e-07,207.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275409523357224,0.16947710902950505,0.006961310281827492,-0.0,0.16881180475665497,0.007744387949274616,0.0
652,3.0479999999999525,control,34.05589994508773,0.0008295674950204436,0.0008295672916002752,0.0008295674950204436,8.397582833965321e-07,180.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275428736526294,0.1694771041862229,0.006961324921668023,-0.0,0.16881178326022614,0.007744390961427846,0.0
653,3.0489999999999524,control,36.74860007595271,0.000828095064777291,0.0008280948626357946,0.000828095064777291,8.386255561926967e-07,182.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027544216006206,0.16947709925791551,0.006961338634619464,-0.0,0.16881176136312015,0.00774439201823841,0.0
654,3.0499999999999523,control,31.976800062693655,0.000826582962075349,0.000826582762429649,0.000826582962075349,8.383016871236179e-07,208.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275446414324432,0.16947709422022955,0.0069613476592822795,-0.0,0.16881174036659286,0.00774438804111921,0.0
655,3.050999999999952,control,41.918399976566434,0.0008249354276930035,0.0008249352320997877,0.0008249354276930035,8.392070001209565e-07,185.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027546362527329,0.16947708880031725,0.00696136235629992,-0.0,0.16881171618791213,0.007744389056869144,0.0
656,3.051999999999952,control,35.86329997051507,0.0008232886925449808,0.0008232885003320274,0.0008232886925449808,8.389303282301586e-07,219.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275470026947407,0.16947708324278216,0.006961371804299358,-0.0,0.16881169181427252,0.007744383355691071,0.0
657,3.052999999999952,control,38.903600070625544,0.0008214923590306923,0.0008214921706903124,0.0008214923590306923,8.397786814956058e-07,190.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275486690430595,0.16947707725685043,0.006961387075909769,-0.0,0.16881166408854517,0.007744382339431916,0.0
658,3.053999999999952,control,33.55669998563826,0.0008196920893954455,0.0008196919029527516,0.0008196920893954455,8.385044265417827e-07,226.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275490200665688,0.16947707108112595,0.006961396733595886,-0.0,0.16881163612678524,0.007744373942830831,0.0
659,3.0549999999999518,control,41.51479993015528,0.0008177139576390562,0.0008177137740258801,0.0008177139576390562,8.389355068361493e-07,197.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027550377638504,0.16947706442550928,0.006961412223371479,-0.0,0.1688116047021127,0.007744370162932723,0.0
660,3.0559999999999516,control,40.192500106059015,0.0008157087830498472,0.0008157086023228132,0.0008157087830498472,8.395501970656609e-07,233.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275502812092737,0.16947705748062877,0.006961421990726871,-0.0,0.16881157271444322,0.007744358518414918,0.0
661,3.0569999999999515,control,47.924700076691806,0.0008134970829038429,0.0008134969037295781,0.0008134970829038429,8.391701853383146e-07,205.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010275513312303429,0.16947704998269217,0.006961437755199698,-0.0,0.168811536725223,0.0077443514429367515,0.0
662,3.0579999999999514,control,45.422199997119606,0.0008112340289360867,0.0008112338543734621,0.0008112340289360867,6.99739602640386e-07,231.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027664654356603,0.16947704255180585,0.006961439461799059,-0.0,0.1688114976331992,0.007744474967463227,0.0
663,3.0589999999999513,control,23.15119991544634,0.0008087648364488609,0.000808764664340115,0.0008087648364488609,8.392560876728294e-07,122.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276755136535624,0.16947703634168546,0.006961444688904247,-0.0,0.16881144690141292,0.007744456603475671,0.0
664,3.059999999999951,control,24.92230001371354,0.0008067288688166131,0.0008067287012190033,0.0008067288688166131,8.367191055847938e-07,155.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276765346460856,0.16947702962239383,0.006961469328487483,-0.0,0.1688114173633064,0.0077444631856886225,0.0
665,3.060999999999951,control,24.42729996982962,0.0008050859348360588,0.0008050857691122793,0.0008050859348360588,8.393283654122171e-07,159.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276770552706599,0.16947702326141686,0.006961496716074777,-0.0,0.16881139412958165,0.007744476913003204,0.0
666,3.061999999999951,control,24.73990002181381,0.0008036653458411189,0.0008036651824084392,0.0008036653458411189,8.3936473665544e-07,165.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276772816609895,0.16947701715299987,0.006961525472993665,-0.0,0.1688113746794405,0.007744494624771607,0.0
667,3.062999999999951,control,26.347899925895035,0.0008023623873890378,0.0008023622250763363,0.0008023623873890378,8.389323938951049e-07,193.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276770607005692,0.16947701132543455,0.006961550533514301,-0.0,0.16881135815112125,0.007744510297880763,0.0
668,3.0639999999999508,control,26.229499955661595,0.0008010523663989938,0.0008010522069957743,0.0008010523663989938,8.380305899251542e-07,177.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276782518131454,0.1694770054573451,0.006961580996656763,-0.0,0.16881133972241882,0.0077445316455451805,0.0
669,3.0649999999999507,control,26.211800053715706,0.0007998196879249885,0.0007998195303219504,0.0007998196879249885,8.387483859184114e-07,179.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276792154981106,0.169476999744861,0.00696161054904086,-0.0,0.16881132107627994,0.007744551466456067,0.0
670,3.0659999999999505,control,24.818100035190582,0.0007986018271839637,0.0007986016689528585,0.0007986018271839637,8.39839936383269e-07,206.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276796965969237,0.16947699419282722,0.006961635216916454,-0.0,0.16881130334770564,0.007744566412819939,0.0
671,3.0669999999999504,control,26.00359998177737,0.0007972976309119239,0.0007972974743193167,0.0007972976309119239,8.376389609371074e-07,182.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027681613944812,0.169476988500131,0.006961664836234562,-0.0,0.16881128281557367,0.0077445859313573645,0.0
672,3.0679999999999503,control,26.76039992365986,0.0007960311674506023,0.0007960310124785993,0.0007960311674506023,8.395672489365241e-07,212.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027682764035366,0.16947698293260813,0.006961688826135475,-0.0,0.16881126256357828,0.007744598944702185,0.0
673,3.06899999999995,control,25.288600008934736,0.0007946664553880351,0.0007946663016303846,0.0007946664553880351,8.391276296685331e-07,183.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276850667765842,0.16947697717467558,0.006961717759440468,-0.0,0.16881123968007192,0.007744616338283494,0.0
674,3.06999999999995,control,24.84329999424517,0.0007933349960670123,0.0007933348441444136,0.0007933349960670123,8.397110740584586e-07,213.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276863951793958,0.16947697149439114,0.0069617408586561055,-0.0,0.168811217434236,0.007744627094468024,0.0
675,3.07099999999995,control,24.4882000843063,0.0007918869812845236,0.0007918868312766221,0.0007918869812845236,8.384007015253966e-07,186.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276887413172733,0.16947696557429917,0.006961768865862817,-0.0,0.16881119287320942,0.007744642329146597,0.0
676,3.07199999999995,control,25.219600065611303,0.0007904560645292404,0.000790455917441806,0.0007904560645292404,8.397432156104571e-07,214.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276899365110758,0.16947695965523243,0.006961790986304398,-0.0,0.1688111690408804,0.00774465078438249,0.0
677,3.0729999999999498,control,24.483000044710934,0.0007888928275217065,0.0007888926813427242,0.0007888928275217065,8.391436090671793e-07,189.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276922146128075,0.16947695344699995,0.006961818133316515,-0.0,0.16881114272252917,0.007744663818720398,0.0
678,3.0739999999999497,control,24.442899972200394,0.0007873345104276483,0.0007873343652669458,0.0007873345104276483,8.396391267549595e-07,219.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276932429184905,0.1694769471586837,0.006961839395155244,-0.0,0.16881111692127396,0.0077446698343253215,0.0
679,3.0749999999999496,control,23.476599948480725,0.0007856216774144044,0.0007856215359068442,0.0007856216774144044,8.395283849894536e-07,193.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276953482914045,0.16947694051816414,0.006961865858448175,-0.0,0.16881108832262393,0.007744680384753138,0.0
680,3.0759999999999494,control,23.495499975979328,0.0007839024309851624,0.0007839022914161495,0.0007839024309851624,8.390606804832518e-07,227.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027696108638513,0.1694769337108616,0.006961886366047391,-0.0,0.1688110598100959,0.007744683427864704,0.0
681,3.0769999999999493,control,29.531799955293536,0.0007820003837321119,0.0007820002445528506,0.0007820003837321119,8.389467759216666e-07,199.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276979435187418,0.16947692648061574,0.0069619122581904445,-0.0,0.16881102805931744,0.007744690870331248,0.0
682,3.077999999999949,control,25.8701000129804,0.0007800760679213654,0.0007800759315641192,0.0007800760679213654,8.399676291387182e-07,236.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276983266949353,0.1694769189821085,0.006961932139837645,-0.0,0.16881099582303863,0.007744690210320447,0.0
683,3.078999999999949,control,26.617600000463426,0.0007779387380684127,0.0007779386031068389,0.0007779387380684127,8.395795729952146e-07,207.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010276998283054322,0.16947691098234272,0.006961957588185562,-0.0,0.16881095979050642,0.00774469378077591,0.0
684,3.079999999999949,control,24.530299939215183,0.0007757576770971493,0.0007757575455401145,0.0007757576770971493,7.969347695960724e-07,220.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010277517409378984,0.16947690290516856,0.006961973706740995,-0.0,0.16881092206505716,0.007744752833701714,0.0
685,3.080999999999949,control,24.374600034207106,0.0007734145524923546,0.000773414423478049,0.0007734145524923546,8.372074136033237e-07,161.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010277602308711106,0.16947689545963712,0.0069619953353778985,-0.0,0.16881087843932496,0.0077447548264188894,0.0
686,3.081999999999949,control,24.41860001999885,0.0007713930875087449,0.0007713929606755601,0.0007713930875087449,8.392400221215338e-07,187.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027761942939558,0.16947688763111549,0.0069620256922398385,-0.0,0.16881084498378893,0.0077447656256130655,0.0
687,3.0829999999999487,control,24.424800067208707,0.0007694992885814649,0.0007694991631902704,0.0007694992885814649,8.397095191345309e-07,221.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010277620023616176,0.16947687972960848,0.00696205237250099,-0.0,0.16881081466520434,0.007744773308389808,0.0
688,3.0839999999999486,control,25.327700073830783,0.0007675170121219769,0.0007675168863240225,0.0007675170121219769,8.394245585646733e-07,200.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010277631785271142,0.16947687151698462,0.006962084917962553,-0.0,0.16881078179441178,0.007744786414459774,0.0
689,3.0849999999999485,control,25.610099895857275,0.0007655554528721543,0.0007655553274081761,0.0007655554528721543,7.482465811547126e-07,240.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010278208058888886,0.1694768633544672,0.006962107241771596,-0.0,0.16881074727073267,0.007744861974755206,0.0
690,3.0859999999999483,control,23.392100003547966,0.0007634005544736595,0.0007634004289242326,0.0007634005544736595,8.391814929110924e-07,140.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010278286191065368,0.16947685597777845,0.0069621335205195,-0.0,0.16881070630471934,0.007744869927835326,0.0
691,3.0869999999999482,control,23.2120999135077,0.0007615796449881384,0.0007615795209934874,0.0007615796449881384,8.39010478520761e-07,183.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010278308320083875,0.1694768484900067,0.006962169940446513,-0.0,0.16881067619751194,0.007744890002754457,0.0
692,3.087999999999948,control,23.582199937663972,0.0007599624067865345,0.0007599622836688281,0.0007599624067865345,8.397972362192715e-07,208.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010278312904397696,0.16947684117009557,0.00696220269570501,-0.0,0.16881065101139425,0.007744908153752034,0.0
693,3.088999999999948,control,23.313799989409745,0.0007583408301900347,0.0007583407069210164,0.0007583408301900347,8.397154848251975e-07,188.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027832864653864,0.16947683375648465,0.00696224094369096,-0.0,0.16881062448135647,0.007744932197887508,0.0
694,3.089999999999948,control,23.78579997457564,0.0007568021135549659,0.0007568019893569821,0.0007568021135549659,8.391666103655387e-07,225.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010278334681904737,0.16947682644466866,0.006962273439722188,-0.0,0.1688105985571027,0.0077449496436289254,0.0
695,3.090999999999948,control,24.770400021225214,0.0007551465458820384,0.0007551464223084479,0.0007551465458820384,8.390093144039102e-07,196.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010278352657968625,0.16947681895100497,0.006962310826304515,-0.0,0.16881056999361463,0.0077449714554356786,0.0
696,3.0919999999999477,control,25.391000090166926,0.0007535206119285195,0.00075352048862048,0.0007535206119285195,8.394025930481052e-07,231.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027836014061179,0.16947681144821072,0.00696234204837814,-0.0,0.1688105414190624,0.007744985722127484,0.0
697,3.0929999999999476,control,24.531500064767897,0.0007517366323808233,0.0007517365077087392,0.0007517366323808233,8.399287411400975e-07,200.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010278380605669257,0.16947680367878953,0.006962378252662549,-0.0,0.1688105097886815,0.007745004300500654,0.0
698,3.0939999999999475,control,24.577400065027177,0.0007499600056190651,0.0007499598834359699,0.0007499600056190651,8.396902689908921e-07,238.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010278389097176674,0.16947679577430733,0.006962408276517187,-0.0,0.16881047782212688,0.00774501495354701,0.0
699,3.0949999999999473,control,25.235700071789324,0.0007479914242680775,0.0007479913027730028,0.0007479914242680775,8.381606350802313e-07,206.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010278409858297992,0.16947678749935657,0.006962443515343791,-0.0,0.16881044248894872,0.007745029880709384,0.0
700,3.0959999999999472,control,24.05980008188635,0.0007460077017253814,0.0007460075810280765,0.0007460077017253814,7.312131898699127e-07,223.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279310685665077,0.16947677940122197,0.00696246634825413,-0.0,0.1688104051288009,0.007745146110851574,0.0
701,3.096999999999947,control,23.78399996086955,0.0007438733429578184,0.0007438732224922755,0.0007438733429578184,8.365962667870928e-07,127.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279425341316731,0.16947677255191915,0.006962492505612835,-0.0,0.1688103594199446,0.00774515424034178,0.0
702,3.097999999999947,control,32.16760000213981,0.000742182189880061,0.0007421820710887246,0.000742182189880061,8.388086398778554e-07,168.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279454142335834,0.16947676546433144,0.00696253392932341,-0.0,0.16881033176940063,0.007745181937629016,0.0
703,3.098999999999947,control,33.375500002875924,0.0007408195284912738,0.0007408194093089231,0.0007408195284912738,8.386524246033558e-07,166.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279470424380114,0.16947675869963302,0.0069625765935997525,-0.0,0.16881031030607058,0.007745214224163917,0.0
704,3.099999999999947,control,31.46899992134422,0.0007396345472717069,0.000739634428057999,0.0007396345472717069,8.383729840493714e-07,172.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279484889432363,0.1694767522239305,0.006962619506512901,-0.0,0.1688102918617482,0.007745248845063744,0.0
705,3.1009999999999467,control,25.91500000562519,0.0007385386437949377,0.0007385385250374678,0.0007385386437949377,8.391986006858271e-07,201.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279495113528609,0.16947674603500906,0.006962657830312509,-0.0,0.16881027585075015,0.007745280147515687,0.0
706,3.1019999999999466,control,23.777800030075014,0.0007374037395802861,0.0007374036195757787,0.0007374037395802861,8.382089893587186e-07,182.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027951926486491,0.16947673985922368,0.006962700713865507,-0.0,0.1688102580115884,0.007745316270789809,0.0
707,3.1029999999999465,control,23.58570008073002,0.0007363456313806162,0.0007363455113278449,0.0007363456313806162,8.39548602107054e-07,182.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279541435294695,0.16947673389810533,0.006962742136182244,-0.0,0.16881024018117305,0.007745350497043025,0.0
708,3.1039999999999464,control,23.63459998741746,0.0007353113279640881,0.0007353112056500774,0.0007353113279640881,8.382790266565972e-07,212.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279558435676967,0.16947672813320672,0.006962778160775526,-0.0,0.16881022348756003,0.007745379447291437,0.0
709,3.1049999999999462,control,22.227399982511997,0.0007341808252839553,0.0007341807037566753,0.0007341808252839553,8.398251157616901e-07,183.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279587979421837,0.1694767223018967,0.006962818455607237,-0.0,0.16881020457949666,0.007745412485736148,0.0
710,3.105999999999946,control,22.816200042143464,0.0007331093794091438,0.000733109258707068,0.0007331093794091438,8.389853299923931e-07,184.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279615911054482,0.1694767166336945,0.006962857229584922,-0.0,0.16881018553851973,0.007745443539172017,0.0
711,3.106999999999946,control,22.989099961705506,0.0007320474756462059,0.0007320473579232493,0.0007320474756462059,8.39888265904967e-07,211.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279637117010972,0.16947671108852705,0.006962890671929348,-0.0,0.16881016777991736,0.007745469364663792,0.0
712,3.107999999999946,control,22.728699957951903,0.0007308821966874937,0.0007308820800938549,0.0007308821966874937,8.398676972488036e-07,184.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279670409149954,0.16947670542522145,0.006962928508819405,-0.0,0.1688101479108064,0.007745499475048259,0.0
713,3.108999999999946,control,23.077900055795908,0.0007297681078039554,0.0007297679938739392,0.0007297681078039554,8.381405511414846e-07,185.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279700487342556,0.16947669986440586,0.0069629649144243334,-0.0,0.16881012808621798,0.007745527682269927,0.0
714,3.1099999999999457,control,23.13970006071031,0.0007286549673698381,0.0007286548562721163,0.0007286549673698381,8.391593429725018e-07,212.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027972251121197,0.16947669436174664,0.00696299603942581,-0.0,0.16881010957345882,0.007745550618415966,0.0
715,3.1109999999999456,control,23.709099972620606,0.0007274260407391773,0.0007274259319409142,0.0007274260407391773,8.38427785111323e-07,186.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279756071302944,0.1694766886941647,0.006963031659472501,-0.0,0.16881008892461996,0.007745577885645614,0.0
716,3.1119999999999455,control,22.661500028334558,0.0007262396245072011,0.0007262395175582817,0.0007262396245072011,8.398051494212124e-07,186.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279785609026472,0.1694766830835276,0.006963065903662474,-0.0,0.1688100682944228,0.007745603215630569,0.0
717,3.1129999999999454,control,22.43419992737472,0.0007250479169955033,0.0007250478117636436,0.0007250479169955033,8.388329289993907e-07,216.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001027980668141499,0.16947667747574527,0.006963094888042956,-0.0,0.16881004879921524,0.007745623137820857,0.0
718,3.1139999999999453,control,22.29100000113249,0.0007237227358536255,0.0007237226304955593,0.0007237227358536255,8.379401392237168e-07,189.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279838717890113,0.1694766716542152,0.006963128503498448,-0.0,0.1688100270055752,0.007745647355091163,0.0
719,3.114999999999945,control,23.377800011076033,0.0007224329663051408,0.0007224328649840729,0.0007224329663051408,8.396513536045874e-07,222.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279860145863441,0.16947666583379972,0.0069631562069773925,-0.0,0.16881000553261116,0.007745664538565174,0.0
720,3.115999999999945,control,22.25349994841963,0.0007210072392609818,0.000721007139179957,0.0007210072392609818,8.389593479707634e-07,192.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279891113801048,0.1694766597925145,0.006963188544137163,-0.0,0.1688099817516135,0.007745685830328272,0.0
721,3.116999999999945,control,33.31539989449084,0.0007196171886702784,0.0007196170900054816,0.0007196171886702784,8.397146460354412e-07,193.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279916751975797,0.16947665375143123,0.006963219415417421,-0.0,0.1688099579619159,0.007745704947883068,0.0
722,3.117999999999945,control,31.668700044974685,0.000718202409966826,0.0007182023126595188,0.000718202409966826,8.384701561274808e-07,224.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279932607001846,0.16947664760394043,0.006963245016934148,-0.0,0.16880993497536767,0.007745718284814013,0.0
723,3.1189999999999447,control,31.80969995446503,0.0007166259278322343,0.0007166258296532261,0.0007166259278322343,8.379842975867675e-07,197.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279960922955618,0.16947664116118571,0.006963275601332766,-0.0,0.1688099091243797,0.007745736052008364,0.0
724,3.1199999999999446,control,26.09840000513941,0.0007150691726443862,0.0007150690750507692,0.0007150691726443862,8.3999649490766e-07,234.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010279977697204904,0.1694766345775955,0.006963300360111288,-0.0,0.16880988288409718,0.007745746264802112,0.0
725,3.1209999999999445,control,26.18859999347478,0.00071333851514755,0.0007133384198789671,0.00071333851514755,8.399038174591816e-07,201.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010280005159256451,0.16947662767135238,0.006963330211886581,-0.0,0.16880985363297507,0.007745760683231739,0.0
726,3.1219999999999444,control,23.82560004480183,0.0007116264154910985,0.0007116263222043891,0.0007116264154910985,6.954551002988692e-07,230.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001028111947879844,0.16947662104722405,0.006963345897057131,-0.0,0.168809822189936,0.0077459016211385845,0.0
727,3.1229999999999443,control,22.943599964492023,0.0007097522620482919,0.0007097521693306654,0.0007097522620482919,8.391658837920975e-07,117.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001028123726012011,0.1694766158415427,0.006963363930425102,-0.0,0.1688097803803574,0.007745903938152901,0.0
728,3.123999999999944,control,23.675499949604273,0.000708365466994369,0.0007083653764122424,0.000708365466994369,8.371448924908347e-07,154.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281263481003453,0.16947661037416833,0.00696340034716521,-0.0,0.16880976066328532,0.007745931656924372,0.0
729,3.124999999999944,control,22.99620001576841,0.0007074141467916428,0.0007074140561367404,0.0007074141467916428,8.383966544602299e-07,153.0,0.0,0.0,0.0,0.0,59,60,1.0,0.00102812837973714,0.1694766054829058,0.006963438349976445,-0.0,0.16880974795642606,0.007745965668731668,0.0
730,3.125999999999944,control,23.472600034438074,0.0007067314947421646,0.0007067314042313568,0.0007067314947421646,8.372730080222681e-07,158.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001028130241375164,0.16947660108701368,0.006963476895366047,-0.0,0.1688097398981529,0.00774600353901554,0.0
731,3.126999999999944,control,24.940300034359097,0.0007062193069512343,0.0007062192154997135,0.0007062193069512343,8.37371654922386e-07,160.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281321102838812,0.1694765971366692,0.00696351503776029,-0.0,0.16880973488592074,0.007746043231963843,0.0
732,3.1279999999999437,control,23.40329997241497,0.0007058218050596093,0.0007058217114602352,0.0007058218050596093,8.386211774669871e-07,161.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281342296870088,0.1694765936040116,0.006963552405974531,-0.0,0.16880973180596534,0.007746083770560392,0.0
733,3.1289999999999436,control,24.124399991706014,0.0007055120840516325,0.0007055119907376837,0.0007055120840516325,8.38425846531345e-07,185.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281363975666027,0.16947659056945635,0.0069635849763907505,-0.0,0.16880973110705466,0.007746121179646905,0.0
734,3.1299999999999435,control,23.8271999405697,0.0007052120751878686,0.0007052119820833327,0.0007052120751878686,8.383618339457071e-07,164.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281398347098407,0.16947658772971463,0.006963621293288962,-0.0,0.16880972928576668,0.007746162880332419,0.0
735,3.1309999999999434,control,23.775600013323128,0.0007050364730299929,0.0007050363790607826,0.0007050364730299929,8.396271514392658e-07,162.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281431851420556,0.1694765852969836,0.006963655929613533,-0.0,0.16880972811196232,0.007746202991418483,0.0
736,3.1319999999999433,control,23.4490999719128,0.0007049433118993449,0.0007049432150802282,0.0007049433118993449,8.38990389506067e-07,160.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281465212384833,0.16947658324787312,0.006963689103401999,-0.0,0.16880972835802877,0.007746242504152045,0.0
737,3.132999999999943,control,23.410500027239323,0.0007049109972052635,0.0007049109013728365,0.0007049109972052635,8.37150512623079e-07,158.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281498570646158,0.16947658156130976,0.0069637207562675135,-0.0,0.16880973024872742,0.007746281588081369,0.0
738,3.133999999999943,control,24.1223000921309,0.0007049347090767093,0.0007049346126434542,0.0007049347090767093,8.378373975357603e-07,175.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281529757739474,0.16947658033469806,0.006963747247993328,-0.0,0.1688097347694777,0.0077463170747428325,0.0
739,3.134999999999943,control,22.910799947567284,0.0007049629978585071,0.0007049629006469261,0.0007049629978585071,8.375627393123845e-07,156.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281571760188367,0.16947657927530005,0.006963777067275556,-0.0,0.1688097385205843,0.007746356511453063,0.0
740,3.135999999999943,control,23.092999937944114,0.0007051059547251299,0.0007051058596294918,0.0007051059547251299,8.394715166285175e-07,154.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281610314850653,0.1694765785810453,0.0069638050602258824,-0.0,0.16880974336291596,0.00774639428742417,0.0
741,3.1369999999999427,control,21.62679994944483,0.0007053261914712939,0.0007053260960984391,0.0007053261914712939,8.395914500446009e-07,153.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281643988676195,0.16947657823194767,0.006963831486377846,-0.0,0.16880975000698772,0.007746431096328924,0.0
742,3.1379999999999426,control,24.641099967993796,0.0007056026919129182,0.0007056025961172167,0.0007056026919129182,8.373752757556282e-07,153.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001028162902585306,0.16947657812870776,0.006963856923440309,-0.0,0.16880975916096302,0.007746462455307093,0.0
743,3.1389999999999425,control,24.633500026538968,0.00070591628304617,0.0007059161871410987,0.00070591628304617,8.374530856212351e-07,152.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010281599697316765,0.1694765782778129,0.006963880708632142,-0.0,0.16880976977392112,0.007746491303050751,0.0
