step,time_s,phase,wall_step_ms,outer_euler_residual_norm,inner_euler_residual_norm,euler_residual_norm_max,contact_current_error,contact_current_iterations,theta_beta_rad,theta_beta_deg,theta_tip_rad,theta_tip_deg,inner_interp_frame_0,inner_interp_frame_1,inner_interp_alpha,inner_to_outer_tip_distance_m,outer_tip_x_m,outer_tip_y_m,outer_tip_z_m,inner_pseudo_tip_x_m,inner_pseudo_tip_y_m,inner_pseudo_tip_z_m
16,0.08,initializing,20.30259999446571,0.0011431457826748563,0.0011430597076276718,0.0011431457826748563,7.245438843530407e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009759532891219195,0.16959281114020253,0.005378992416397809,-0.0,0.16907334023323606,0.006205209578748802,0.0
17,0.085,initializing,19.647200009785593,0.0012378804742477344,0.0012377975375179513,0.0012378804742477344,7.96475119753645e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009774214629982953,0.16958695927476525,0.00547157878489167,-0.0,0.16905993006181727,0.006294739112549147,0.0
18,0.09000000000000001,initializing,19.53769999090582,0.0013435946417713867,0.0013435146985631317,0.0013435946417713867,7.018588669521851e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009805154222632523,0.1695813638221151,0.005558732456261065,-0.0,0.16904680711304257,0.006380717625276673,0.0
19,0.09500000000000001,initializing,19.38079996034503,0.001429439942661193,0.0014293630904096445,0.001429439942661193,7.812739203615996e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.000981888581831015,0.16957599047259864,0.005641359125730945,-0.0,0.16903445506948328,0.006460410158513891,0.0
20,0.10000000000000002,initializing,19.85319994855672,0.0015287478809999746,0.001528673892603124,0.0015287478809999746,7.014984049639667e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.000984844827396372,0.1695708677478771,0.005718979643559664,-0.0,0.16902236449971803,0.006536942675003216,0.0
21,0.10500000000000002,initializing,21.255800034850836,0.0016064022712359441,0.0016063311968166096,0.0016064022712359441,1.1178275760834276e-05,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009861505555647978,0.16956595973335634,0.00579248878793898,-0.0,0.16901102010066074,0.006607678902148198,0.0
22,0.11000000000000003,initializing,28.389399987645447,0.0016969036189523248,0.0016968352283521619,0.0016969036189523248,7.716686397614904e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009888574777060712,0.16956130057636648,0.00586153230766513,-0.0,0.16900029959504573,0.00667585227559688,0.0
23,0.11500000000000003,initializing,24.791099946014583,0.0017746592394335885,0.0017745929833672923,0.0017746592394335885,7.67831321702714e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009898420301705597,0.1695568453710663,0.00592689615696488,-0.0,0.16899033100264643,0.006738591121262438,0.0
24,0.12000000000000004,initializing,22.255000076256692,0.001864134982052963,0.0018640713590511587,0.001864134982052963,6.611866750157345e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009924650898967158,0.16955261538149957,0.005988142301869977,-0.0,0.1689804884054451,0.006799103261432439,0.0
25,0.12500000000000003,initializing,22.007899940945208,0.0019340631015567931,0.0019340021622069096,0.0019340631015567931,7.122024989196196e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009935074952910593,0.16954856909680058,0.006046221349101103,-0.0,0.16897128016429122,0.006854797029913803,0.0
26,0.13000000000000003,initializing,20.591799984686077,0.0020218383408688563,0.002021779828189216,0.0020218383408688563,6.484297262918283e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009959204788715019,0.16954472828175507,0.006100687332642345,-0.0,0.16896217417604548,0.006908454820324622,0.0
27,0.13500000000000004,initializing,20.71720000822097,0.0020848716831627294,0.0020848155711672154,0.0020848716831627294,6.998604358180442e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0009969620349357282,0.16954106285183726,0.006152339963820464,-0.0,0.16895371645031496,0.006957918950464225,0.0
28,0.14000000000000004,initializing,20.918999915011227,0.0021694527276792863,0.0021693987650734953,0.0021694527276792863,6.495514519178428e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.000999246520371513,0.1695375875187123,0.006200738300038569,-0.0,0.16894537160661582,0.007005582335820845,0.0
29,0.14500000000000005,initializing,20.651299972087145,0.002226025426513901,0.0022259736630363203,0.002226025426513901,6.9404828373161154e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010002483009468781,0.16953427672897994,0.006246630048762035,-0.0,0.1689376834534746,0.007049483165570407,0.0
30,0.15000000000000005,initializing,20.621499978005886,0.0023074617444824074,0.0023074119340785876,0.0023074617444824074,6.593073803555661e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001002370212408986,0.16953114269933084,0.00628955393741214,-0.0,0.16893017909265542,0.007091793793176308,0.0
31,0.15500000000000005,initializing,19.946100073866546,0.00236018971358657,0.002360141639460799,0.00236018971358657,7.373737988868066e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001003109296621231,0.16952816066143697,0.006330169009100717,-0.0,0.16892338360939468,0.0071304645659364275,0.0
32,0.16000000000000006,initializing,20.727500086650252,0.0024350084609646087,0.002434961974323385,0.0024350084609646087,6.785389724990812e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010051511753834633,0.16952534541196923,0.006368064643177732,-0.0,0.16891669163392672,0.007167983053923067,0.0
33,0.16500000000000006,initializing,19.924000022001565,0.002484192313592541,0.0024841476609450664,0.002484192313592541,7.234613100159069e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010057763189679023,0.16952266631535043,0.006403996286271691,-0.0,0.16891062047845226,0.0072021102488937245,0.0
34,0.17000000000000007,initializing,20.7983999280259,0.002556371233978049,0.002556328289936626,0.002556371233978049,6.656513319190299e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010076700603775897,0.1695201391790421,0.006437469376334094,-0.0,0.16890456816702915,0.00723526087776208,0.0
35,0.17500000000000007,initializing,22.140700020827353,0.002600485765673187,0.0026004446226838966,0.002600485765673187,7.000136856659496e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010082439929821245,0.16951773655925792,0.006469239447096603,-0.0,0.16889909704159725,0.007265380826860972,0.0
36,0.18000000000000008,initializing,22.18129998072982,0.0026703108402029684,0.002670271316684534,0.0026703108402029684,6.593102140693835e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010099930777749682,0.16951547025881128,0.006498818727869801,-0.0,0.16889360710862567,0.007294665597307997,0.0
37,0.18500000000000008,initializing,21.360000013373792,0.002709237497337947,0.0027091996722226537,0.002709237497337947,6.822785403771709e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010105253258972564,0.1695133186217482,0.006526916276882809,-0.0,0.1688886797147871,0.007321263600281206,0.0
38,0.19000000000000009,initializing,23.333100019954145,0.0027769965321925985,0.0027769601671408443,0.0027769965321925985,7.023629266982333e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001012160813147995,0.16951128692177655,0.006553040920057341,-0.0,0.16888376595080068,0.007347198928678991,0.0
39,0.1950000000000001,initializing,22.412699996493757,0.0028111900930293293,0.002811155274909125,0.0028111900930293293,6.493752319106761e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010126853740145528,0.16950936655477825,0.006577920542135325,-0.0,0.16887931429070144,0.007370741966716348,0.0
40,0.2000000000000001,initializing,21.59879996906966,0.00288148463289717,0.002881451184892864,0.00288148463289717,7.404189663294169e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010131254214659992,0.16950753928381274,0.006601208340789876,-0.0,0.16887501189780268,0.007392619880741089,0.0
41,0.2050000000000001,initializing,29.712499934248626,0.0029180932014238707,0.0029180611688275912,0.0029180932014238707,6.4188937651206e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010149908567205462,0.16950582758494506,0.006622834174562437,-0.0,0.16887062016382196,0.007414489384471675,0.0
42,0.2100000000000001,initializing,28.20710011292249,0.0029459082565463724,0.0029458775726968274,0.0029459082565463724,6.141426191559318e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010154431330640708,0.16950419786782467,0.0066435491823867154,-0.0,0.16886685298241946,0.007434065629739205,0.0
43,0.2150000000000001,initializing,30.55080003105104,0.003008834453580426,0.003008804938287628,0.003008834453580426,7.168799863691344e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010158329165714667,0.1695026530981362,0.006662877665017168,-0.0,0.16886318691258445,0.007452180846263761,0.0
44,0.2200000000000001,initializing,26.90289996098727,0.0030231059226267835,0.003023077680157861,0.0030231059226267835,6.352112829125412e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001017545324267336,0.16950120657045958,0.0066808408710658405,-0.0,0.16885938941167103,0.007470441543319167,0.0
45,0.22500000000000012,initializing,26.966199977323413,0.003046091362072156,0.0030460643590638696,0.003046091362072156,5.963505050132713e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010179418826194934,0.16949983095960214,0.006698094981165967,-0.0,0.1688562063809957,0.007486734999301357,0.0
46,0.23000000000000012,initializing,25.710599962621927,0.0031074717383709847,0.0031074457160247355,0.0031074717383709847,6.890848560519446e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010182736088147886,0.16949852655085149,0.006714213639473246,-0.0,0.16885312918156956,0.007501832442024745,0.0
47,0.23500000000000013,initializing,26.04509994853288,0.0031392571024862095,0.003139232205292487,0.0031392571024862095,4.2138321665630704e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010200616290736734,0.169497306984693,0.006729130485067355,-0.0,0.16885029618889877,0.007517738598919946,0.0
48,0.24000000000000013,initializing,26.1313000228256,0.003159563459664333,0.0031595395986545403,0.003159563459664333,4.662787982517058e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.00102022072685526,0.16949613833871863,0.006743519176362133,-0.0,0.16884806111041192,0.007531457141975782,0.0
49,0.24500000000000013,initializing,25.406099972315133,0.003218593740598816,0.0032185707963364547,0.003218593740598816,4.848901530407047e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010203257028159809,0.16949503471096936,0.006757038054855882,-0.0,0.16884596734446236,0.007544296648688048,0.0
50,0.2500000000000001,initializing,25.580799905583262,0.0032561328328377117,0.0032561108631142957,0.0032561328328377117,5.610519534857794e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010204243253422404,0.16949398930139709,0.006769638673929045,-0.0,0.16884396550032732,0.007556235687521761,0.0
51,0.2550000000000001,initializing,24.993399973027408,0.0032711891363514083,0.0032711681160992826,0.0032711891363514083,3.6340256277157184e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010218380843906407,0.16949301286188623,0.006781276669459017,-0.0,0.16884186058801456,0.007568775105611684,0.0
52,0.2600000000000001,initializing,26.24639996793121,0.003278744581341345,0.00327872449205062,0.003278744581341345,3.3130713900851538e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001021972108563964,0.1694920899119213,0.0067925293498922075,-0.0,0.16884014224100735,0.007579543469887873,0.0
53,0.2650000000000001,initializing,26.090300059877336,0.0033351548717079596,0.0033351354924610883,0.0033351548717079596,3.556898921896627e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010220454008916953,0.16949121829432617,0.00680309742528262,-0.0,0.1688385648142676,0.007589621573959119,0.0
54,0.27000000000000013,initializing,26.60830004606396,0.003377771748964878,0.003377753209229978,0.003377771748964878,4.2931514076654226e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010221166150652752,0.1694903970407182,0.006812917352051757,-0.0,0.16883704941469813,0.007598957589168431,0.0
55,0.27500000000000013,initializing,26.322399964556098,0.0034031055311549963,0.0034030877820453867,0.0034031055311549963,4.376302858934037e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001022198598624259,0.16948961806360247,0.006822155686638906,-0.0,0.16883557207588906,0.007607721610661453,0.0
56,0.28000000000000014,initializing,25.711700087413192,0.0034212464805483023,0.003421229503056449,0.0034212464805483023,4.709755191455713e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010222750140808624,0.1694888774048101,0.006830791842875865,-0.0,0.1688341461960418,0.007615886263107488,0.0
57,0.28500000000000014,initializing,25.091300019994378,0.0034265870801830104,0.003426570836520695,0.0034265870801830104,5.433973418661054e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010223576651205888,0.16948817243976042,0.0068388757912439145,-0.0,0.16883275848032664,0.007623508021789004,0.0
58,0.29000000000000015,initializing,24.19429994188249,0.0034183324862812566,0.0034183169824000647,0.0034183324862812566,3.0136910597956984e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.00102382170274942,0.16948752066135947,0.006846300348430364,-0.0,0.16883122413747104,0.007632102964710483,0.0
59,0.29500000000000015,initializing,23.61799997743219,0.0034121866368006276,0.0034121718210544,0.0034121866368006276,2.4667052346730547e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010239280929438062,0.16948690282328585,0.006853651308932481,-0.0,0.16883008988895892,0.007639161021679809,0.0
60,0.30000000000000016,initializing,25.47009999398142,0.0034607933791705315,0.0034607790536769233,0.0034607933791705315,3.2265368957594223e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001023983429119144,0.1694863248882083,0.006860488072129656,-0.0,0.16882907199676372,0.007645701864544396,0.0
61,0.30500000000000016,initializing,32.759000081568956,0.0034957384843681463,0.0034957247654344406,0.0034957384843681463,3.2247423636214794e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010240481454387284,0.1694857828438296,0.006866906798934182,-0.0,0.1688280832943372,0.007651830939710868,0.0
62,0.31000000000000016,initializing,28.10640004463494,0.0035278807831275985,0.003527867661388749,0.0035278807831275985,3.4453617001333616e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010241040519022731,0.1694852712941922,0.006872868530586689,-0.0,0.16882713928406984,0.007657503073781777,0.0
63,0.31500000000000017,initializing,33.777100034058094,0.003551158372089824,0.0035511458094145743,0.003551158372089824,3.680498748781221e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010241620008581123,0.16948478691378904,0.006878442998739425,-0.0,0.16882622455639712,0.007662792044399637,0.0
64,0.3200000000000002,initializing,26.133500039577484,0.0035678387747461564,0.003567826757670906,0.0035678387747461564,3.930459598153508e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010242216399847213,0.16948432685212816,0.006883665824692222,-0.0,0.1688253368371885,0.0076677335054588895,0.0
65,0.3250000000000002,initializing,23.776100017130375,0.0035776532734314572,0.00357764177787442,0.0035776532734314572,4.1436361025043856e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.00102428503717835,0.16948388894962071,0.0068885690782395405,-0.0,0.16882447065690376,0.007672359453670183,0.0
66,0.3300000000000002,initializing,23.67610007058829,0.0035805668658636467,0.003580555875428965,0.0035805668658636467,4.346862574401925e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010243504600903849,0.16948347116527135,0.006893180397886996,-0.0,0.168823626904501,0.007676697734399612,0.0
67,0.3350000000000002,initializing,24.144800030626357,0.0035767853279102353,0.0035767748250644313,0.0035767853279102353,4.5413490141347445e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010244177285763131,0.1694830719228639,0.006897524618612621,-0.0,0.16882280461062424,0.007680773467324991,0.0
68,0.3400000000000002,initializing,23.664699983783066,0.0035666975902488886,0.003566687558715919,0.0035666975902488886,4.725716075328034e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010244866545619596,0.16948268986435577,0.006901623434162962,-0.0,0.16882200302217032,0.007684608620445926,0.0
69,0.3450000000000002,initializing,24.378599948249757,0.00355073288247794,0.00355072330664835,0.00355073288247794,4.898997060086406e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010245579117603024,0.16948232380282138,0.006905496316036409,-0.0,0.16882122055075197,0.007688223219019737,0.0
70,0.3500000000000002,initializing,24.68959998805076,0.0035292502967539524,0.003529241161255714,0.0035292502967539524,3.6226720109421767e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010259276749371468,0.1694819899365937,0.006908917283815399,-0.0,0.16882032124441923,0.0076929594612510765,0.0
71,0.3550000000000002,initializing,25.134600000455976,0.003505012567553923,0.0035050038437354626,0.003505012567553923,1.959601673992739e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010260525306982503,0.16948168150782122,0.006912562454594043,-0.0,0.16881971117901756,0.0076965133966407084,0.0
72,0.3600000000000002,initializing,25.052799959667027,0.0035470941043323962,0.0035470856305923233,0.0035470941043323962,2.237637848215702e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001026093601654136,0.16948139510127982,0.006915923919220734,-0.0,0.16881925624121832,0.007699786285552996,0.0
73,0.3650000000000002,initializing,24.35289998538792,0.0035849057509984563,0.0035848976284961636,0.0035849057509984563,2.34909003477965e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001026137373653607,0.1694811330691463,0.006919021028915978,-0.0,0.16881882357048406,0.007702796530951147,0.0
74,0.3700000000000002,initializing,25.092200026847422,0.003619084025681959,0.0036190762445770866,0.003619084025681959,2.4474622320162894e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010261804964216774,0.16948088993062216,0.006921871428505781,-0.0,0.16881841383234275,0.007705562586070247,0.0
75,0.3750000000000002,initializing,24.81670002453029,0.0036498900171001492,0.0036498825728741345,0.0036498900171001492,2.5255095392602346e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010262225477427514,0.1694806629714161,0.006924500720112324,-0.0,0.16881802439458915,0.007708109572791,0.0
76,0.3800000000000002,initializing,24.089899961836636,0.003677545498167127,0.0036775383901930694,0.003677545498167127,2.587844247409184e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010262638229542613,0.1694804503432261,0.0069269336251905275,-0.0,0.16881765294187165,0.0077104622073510595,0.0
77,0.38500000000000023,initializing,24.119499954394996,0.003702294809527465,0.00370228802080319,0.003702294809527465,2.639135472216425e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010263045051811138,0.16948025058017274,0.00692919170175211,-0.0,0.16881729794642159,0.0077126422380066045,0.0
78,0.39000000000000024,initializing,23.748899926431477,0.00372435270055654,0.0037243462066047293,0.00372435270055654,2.6822395350402555e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010263446752501245,0.16948006246963887,0.006931293263534449,-0.0,0.16881695829538124,0.007714668171542349,0.0
79,0.39500000000000024,initializing,23.11170008033514,0.0037439092526182637,0.0037439030455059816,0.0037439092526182637,2.7189447713782216e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001026384363935136,0.16947988499215447,0.006933253809723158,-0.0,0.16881663309408332,0.007716555655907342,0.0
80,0.40000000000000024,initializing,22.85840001422912,0.003761140399075512,0.0037611344677437606,0.003761140399075512,2.750425237539316e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001026423584733913,0.16947971728130218,0.006935086511490703,-0.0,0.16881632157761617,0.00771831796874262,0.0
81,0.40500000000000025,initializing,26.696600019931793,0.003776215035172181,0.003776209368343503,0.003776215035172181,2.777505380950695e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001026462346230029,0.16947955859348748,0.006936802637979234,-0.0,0.16881602307284344,0.0077199664529449714,0.0
82,0.41000000000000025,initializing,27.227999991737306,0.003789295430076443,0.0037892900230500023,0.003789295430076443,2.8007680743134237e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010265006575721745,0.16947940828509972,0.006938411910967319,-0.0,0.16881573698021202,0.007721510882403727,0.0
83,0.41500000000000026,initializing,28.291999944485724,0.003800539891813051,0.0038005347249110977,0.003800539891813051,2.8206702110604557e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010265385273168924,0.16947926579419456,0.0069399227851305555,-0.0,0.16881546276331816,0.00772295974739047,0.0
84,0.42000000000000026,initializing,24.995699990540743,0.0038101020593534936,0.003810097131837012,0.0038101020593534936,2.8388478996873563e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001026575937612841,0.1694791306270175,0.0069413426300407805,-0.0,0.1688151999711112,0.007724320432940392,0.0
85,0.42500000000000027,initializing,25.08819999638945,0.0038181318564419965,0.00381812714021896,0.0038181318564419965,2.8527248827444785e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010266129611286544,0.16947900234738078,0.006942677980457083,-0.0,0.1688149481021918,0.007725599516374854,0.0
86,0.43000000000000027,initializing,25.728599983267486,0.00382473864874973,0.0038247341388767714,0.00382473864874973,2.8639627801226717e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010266496001700423,0.1694788805660442,0.006943934526792998,-0.0,0.16881470677158206,0.007726802697227237,0.0
87,0.4350000000000003,initializing,25.8662000996992,0.0038300517947656093,0.0038300474843668726,0.0038300517947656093,2.8725792404242533e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010266858557107551,0.16947876493316255,0.006945117410399882,-0.0,0.16881447563197025,0.007727935122666259,0.0
88,0.4400000000000003,initializing,25.949800037778914,0.003834201490811125,0.0038341973808931956,0.003834201490811125,2.8786284693403036e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010267217329509527,0.16947865513190444,0.006946231305282361,-0.0,0.16881425436302083,0.007729001472841576,0.0
89,0.4450000000000003,initializing,25.28059994801879,0.003837316553571988,0.0038373126310595612,0.003837316553571988,2.8821725640502012e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010267572367774302,0.1694785508737526,0.006947280456009414,-0.0,0.16881404267145522,0.007730005996894804,0.0
90,0.4500000000000003,initializing,24.722500005736947,0.003839520234571679,0.003839516486072471,0.003839520234571679,2.883264149624343e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010267923710487134,0.1694784518946148,0.006948268735033942,-0.0,0.16881384028831348,0.00773095257031701,0.0
91,0.4550000000000003,initializing,25.880999979563057,0.003840930065300351,0.003840926479382152,0.003840930065300351,2.8819254345517476e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.0010268271376571948,0.16947835795164032,0.006949199695625926,-0.0,0.16881364696693207,0.00773184474763703,0.0
92,0.4600000000000003,initializing,24.312600027769804,0.0038416598951042666,0.003841656480611281,0.0038416598951042666,2.878203395295205e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001026861536319555,0.16947826882069925,0.006950076610198232,-0.0,0.16881346248122905,0.007732685801156785,0.0
93,0.4650000000000003,initializing,23.422099999152124,0.0038418187419372676,0.003841815474292684,0.0038418187419372676,2.872130891402378e-06,501.0,0.0,0.0,0.0,0.0,59,60,1.0,0.001026895564608247,0.16947818429446168,0.006950902499108523,-0.0,0.16881328662294262,0.007733478749080768,0.0
